first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Jan,Bednarek,2,9,270,0,0,5,1,1,0,0,4.5,5,1.667,1.111,0.37
Seamus,Coleman,2,11,270,0,0,2,0,2,0,2,5.5,6,2,1.091,0.364
David,de Gea,1,13,270,0,0,3,2,1,0,0,5.6,6,2,1.071,0.357
Fabio Henrique,Tavares,3,9,196,0,1,3,2,0,0,1,5.5,4,1.837,0.727,0.334
Nacho,Monreal,2,10,270,0,0,4,1,1,0,0,5,5,1.667,1,0.333
Pierre-Emerick,Aubameyang,4,17,270,2,1,4,1,1,0,1,11,11,3.667,1,0.333
Bernd,Leno,1,11,270,0,0,4,1,1,0,0,5,5,1.667,1,0.333
Enda,Stevens,2,10,270,0,0,3,1,1,0,0,5,5,1.667,1,0.333
Harry,Kane,4,17,270,2,0,4,3,0,0,0,11.1,11,3.667,0.991,0.33
Roberto,Firmino,4,15,260,1,1,3,2,0,0,0,9.5,9,3.115,0.947,0.328
Ahmed,El Mohamady,2,6,184,0,0,5,3,0,0,0,4.5,3,1.467,0.667,0.326
Martin,Kelly,2,10,270,0,0,2,0,1,0,0,4.1,4,1.333,0.976,0.325
Chris,Basham,2,9,248,0,0,3,0,1,0,0,4.5,4,1.452,0.889,0.323
Raúl,Jiménez,4,13,270,1,0,2,3,1,0,0,7.4,7,2.333,0.946,0.315
Rúben Diogo,da Silva Neves,3,11,260,1,0,2,1,1,0,2,5.5,5,1.731,0.909,0.315
Sean,Longstaff,3,8,172,0,1,2,0,1,0,1,5,3,1.57,0.6,0.314
Joelinton Cássio,Apolinário de Lira,4,11,243,1,0,3,3,1,0,2,5.9,5,1.852,0.847,0.314
Michail,Antonio,3,6,125,0,1,2,0,0,0,0,7,3,2.16,0.429,0.309
Virgil,van Dijk,2,12,270,1,0,3,0,0,0,0,6.5,6,2,0.923,0.308
Luke,Shaw,2,9,213,0,0,2,0,1,0,0,5.5,4,1.69,0.727,0.307
Jamaal,Lascelles,2,9,261,0,0,4,0,1,0,0,4.5,4,1.379,0.889,0.307
Jamal,Lewis,2,7,269,0,0,7,0,1,0,0,4.5,4,1.338,0.889,0.297
Neil,Taylor,2,8,270,0,0,5,0,1,0,0,4.5,4,1.333,0.889,0.296
Tom,Heaton,1,9,270,0,0,5,0,1,0,0,4.5,4,1.333,0.889,0.296
Dan,Burn,2,9,270,0,0,3,0,1,0,0,4.5,4,1.333,0.889,0.296
Matthew,Lowton,2,9,270,0,0,3,0,1,0,0,4.5,4,1.333,0.889,0.296
Joel,Ward,2,10,270,0,0,2,0,1,0,0,4.5,4,1.333,0.889,0.296
Paul,Dummett,2,9,270,0,0,4,1,1,0,1,4.5,4,1.333,0.889,0.296
Jack,O'Connell,2,9,270,0,0,3,0,1,0,0,4.5,4,1.333,0.889,0.296
John,Egan,2,9,270,0,0,3,0,1,0,0,4.5,4,1.333,0.889,0.296
Angus,Gunn,1,10,270,0,0,5,0,1,0,0,4.5,4,1.333,0.889,0.296
Matt,Doherty,2,9,210,0,0,2,0,1,0,0,6,4,1.714,0.667,0.286
Kyle,Walker,2,10,269,0,1,3,0,1,0,2,6,5,1.673,0.833,0.279
Jack,Grealish,3,11,270,0,1,5,1,1,0,0,6,5,1.667,0.833,0.278
Emiliano,Buendía,3,11,270,0,2,8,0,0,0,1,6,5,1.667,0.833,0.278
Paul,Pogba,3,11,270,0,2,3,0,1,0,0,8.6,7,2.333,0.814,0.271
Shane,Duffy,2,9,270,0,0,3,0,1,0,0,5,4,1.333,0.8,0.267
Davy,Pröpper,3,10,270,0,1,3,0,1,0,0,5,4,1.333,0.8,0.267
Ben,Mee,2,9,270,0,0,3,0,1,0,0,5,4,1.333,0.8,0.267
Kasper,Schmeichel,1,11,270,0,0,2,0,1,0,0,5,4,1.333,0.8,0.267
Martin,Dubravka,1,10,270,0,0,4,0,1,0,0,5,4,1.333,0.8,0.267
Conor,Coady,2,10,270,0,0,2,0,1,0,0,5,4,1.333,0.8,0.267
Mateo,Kovacic,3,8,199,0,1,6,0,0,0,0,5.5,3,1.357,0.545,0.246
Oleksandr,Zinchenko,2,9,270,0,0,3,0,1,0,0,5.5,4,1.333,0.727,0.242
Harry,Maguire,2,9,270,0,0,3,0,1,0,0,5.5,4,1.333,0.727,0.242
Trent,Alexander-Arnold,2,11,270,0,2,3,0,0,0,1,7,5,1.667,0.714,0.238
Aaron,Wan-Bissaka,2,9,270,0,0,3,2,1,0,2,5.6,4,1.333,0.714,0.238
Jamie,Vardy,4,12,270,1,0,2,2,1,0,0,8.9,6,2,0.674,0.225
Cheikhou,Kouyaté,3,3,82,0,0,0,0,1,0,0,4.9,1,1.098,0.204,0.224
Martín,Montoya,2,8,270,0,0,3,0,1,0,1,4.5,3,1,0.667,0.222
Will,Hughes,3,9,229,0,1,7,0,0,0,0,5.5,3,1.179,0.545,0.214
Joshua,King,4,10,270,1,0,5,0,0,0,0,6.4,4,1.333,0.625,0.208
Aymeric,Laporte,2,9,270,0,0,3,0,1,0,0,6.5,4,1.333,0.615,0.205
James,Tarkowski,2,8,270,0,0,3,0,1,0,1,5,3,1,0.6,0.2
Vicente,Guaita,1,9,270,0,0,2,0,1,0,1,5,3,1,0.6,0.2
Moussa,Sissoko,3,9,270,0,1,4,0,0,0,0,5,3,1,0.6,0.2
Ryan,Bennett,2,9,270,0,0,2,0,1,0,1,5,3,1,0.6,0.2
Christian,Pulisic,3,8,185,0,1,6,0,0,0,0,7.5,3,1.459,0.4,0.195
Felipe Anderson,Pereira Gomes,3,6,142,0,1,3,0,0,0,1,6.9,2,1.268,0.29,0.184
Victor,Lindelöf,2,8,270,0,0,3,0,1,0,1,5.5,3,1,0.545,0.182
Matt,Ritchie,2,8,270,0,0,4,0,1,0,1,5.5,3,1,0.545,0.182
Jonathan,Castro Otto,2,9,270,0,0,2,0,1,0,1,5.5,3,1,0.545,0.182
César,Azpilicueta,2,6,270,0,1,7,0,0,0,0,6,3,1,0.5,0.167
Ederson,Santana de Moraes,1,11,270,0,0,3,0,1,0,1,6.1,3,1,0.492,0.164
Jean-Philippe,Gbamin,3,4,135,0,0,0,0,1,0,0,5,1,0.667,0.2,0.133
Richarlison,de Andrade,3,8,229,0,0,1,0,2,0,0,7.9,2,0.786,0.253,0.099
Gylfi,Sigurdsson,3,8,229,0,0,1,0,2,0,0,7.9,2,0.786,0.253,0.099
Leander,Dendoncker,3,6,211,0,0,1,0,1,0,0,4.5,1,0.427,0.222,0.095
Andros,Townsend,3,6,169,0,0,2,0,1,0,0,5.9,1,0.533,0.169,0.09
Hamza,Choudhury,3,7,222,0,0,2,0,1,0,0,4.5,1,0.405,0.222,0.09
Tom,Trybull,3,7,235,0,0,7,0,1,0,0,4.5,1,0.383,0.222,0.085
Rodrigo,Hernandez,3,6,199,0,0,2,0,1,0,0,5.5,1,0.452,0.182,0.082
Dale,Stephens,3,7,257,0,0,2,0,1,0,0,4.5,1,0.35,0.222,0.078
Joseph,Willock,3,7,233,0,0,4,0,1,0,0,5,1,0.386,0.2,0.077
Matteo,Guendouzi,3,7,265,0,0,4,0,1,0,0,4.5,1,0.34,0.222,0.075
Isaac,Hayden,3,7,270,0,0,4,0,1,0,0,4.5,1,0.333,0.222,0.074
Solomon,March,3,7,247,0,0,2,0,1,0,0,5,1,0.364,0.2,0.073
Scott,McTominay,3,7,264,0,0,2,0,1,0,0,5,1,0.341,0.2,0.068
Jack,Cork,3,7,270,0,0,3,0,1,0,0,5,1,0.333,0.2,0.067
Oliver,Norwood,3,7,270,0,0,3,0,1,0,0,5,1,0.333,0.2,0.067
Georginio,Wijnaldum,3,7,248,0,0,2,0,1,0,0,5.5,1,0.363,0.182,0.066
James,McArthur,3,7,261,0,0,2,0,1,0,0,5.4,1,0.345,0.185,0.064
Ashley,Westwood,3,7,270,0,0,3,0,1,0,0,5.4,1,0.333,0.185,0.062
Ayoze,Pérez,3,7,231,0,0,2,0,1,0,0,6.4,1,0.39,0.156,0.061
Youri,Tielemans,3,7,268,0,0,2,0,1,0,0,6.4,1,0.336,0.156,0.052
Sead,Kolasinac,2,1,19,0,0,0,0,0,0,0,5.4,0,0,0,0
Henrikh,Mkhitaryan,3,3,87,0,0,0,0,1,0,1,6.9,0,0,0,0
Granit,Xhaka,3,4,180,0,0,3,0,1,0,1,5.4,0,0,0,0
Nicolas,Pépé,3,4,154,0,0,3,0,0,0,0,9.4,0,0,0,0
Reiss,Nelson,3,3,115,0,0,1,0,1,0,1,5.5,0,0,0,0
Gabriel Teodoro,Martinelli Silva,4,1,6,0,0,0,0,0,0,0,4.5,0,0,0,0
Jonathan,Kodjia,4,1,16,0,0,2,0,0,0,0,5.4,0,0,0,0
Conor,Hourihane,3,2,81,0,0,1,0,0,0,0,5.9,0,0,0,0
Keinan,Davis,3,1,3,0,0,0,0,0,0,0,4.5,0,0,0,0
Mahmoud Ahmed,Ibrahim Hassan,3,5,229,0,0,2,0,1,0,1,5.5,0,0,0,0
Steve,Cook,2,5,270,0,0,5,0,0,0,0,5,0,0,0,0
Charlie,Daniels,2,3,126,0,0,2,0,0,0,0,4.5,0,0,0,0
Diego,Rico,2,2,90,0,0,1,0,0,0,0,4,0,0,0,0
Dominic,Solanke,4,3,36,0,0,0,0,0,0,0,5.4,0,0,0,0
Jordon,Ibe,3,1,22,0,0,0,0,0,0,0,4.9,0,0,0,0
Andrew,Surman,3,1,45,0,0,1,0,0,0,0,4.9,0,0,0,0
Aaron,Ramsdale,1,7,270,0,0,5,0,0,0,0,4.5,0,0,0,0
Bernardo,Fernandes da Silva Junior,2,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0
Glenn,Murray,4,5,152,0,0,2,0,1,0,0,5.9,0,0,0,0
Jürgen,Locadia,4,3,85,0,0,1,0,1,0,0,5.4,0,0,0,0
Aaron,Mooy,3,1,5,0,0,0,0,0,0,0,5,0,0,0,0
Chris,Wood,4,6,240,0,0,2,0,1,0,0,6.3,0,0,0,0
Jeff,Hendrick,3,1,4,0,0,1,0,0,0,0,5.4,0,0,0,0
Jay,Rodriguez,4,3,47,0,0,2,0,0,0,0,5.8,0,0,0,0
Marcos,Alonso,2,1,1,0,0,0,0,0,0,0,6.3,0,0,0,0
Emerson,Palmieri dos Santos,2,3,270,0,0,7,0,0,0,0,5.5,0,0,0,0
Andreas,Christensen,2,3,270,0,0,7,0,0,0,0,5,0,0,0,0
Olivier,Giroud,4,4,100,0,0,2,0,1,0,0,6.9,0,0,0,0
Kepa,Arrizabalaga,1,4,270,0,0,7,0,0,0,0,5.5,0,0,0,0
Willian,Borges Da Silva,3,2,25,0,0,0,0,0,0,0,7,0,0,0,0
Pedro,Rodríguez Ledesma,3,4,180,0,0,5,0,0,0,0,7,0,0,0,0
Ross,Barkley,3,3,147,0,0,3,0,0,0,0,5.8,0,0,0,0
Christian,Benteke,4,5,187,0,0,2,0,1,0,0,5.9,0,0,0,0
Connor,Wickham,4,2,15,0,0,0,0,0,0,0,4.5,0,0,0,0
Max,Meyer,3,4,154,0,0,1,0,1,0,1,5.5,0,0,0,0
Alex,Iwobi,3,1,29,0,0,1,0,0,0,0,5.9,0,0,0,0
Theo,Walcott,3,2,39,0,0,1,0,0,0,0,6.4,0,0,0,0
Tom,Davies,3,1,11,0,0,0,0,0,0,0,5.4,0,0,0,0
Mason,Holgate,2,1,17,0,0,0,0,0,0,0,4.5,0,0,0,0
Moise,Kean,4,3,67,0,0,1,0,0,0,0,6.8,0,0,0,0
Christian,Fuchs,2,4,180,0,0,2,0,0,0,0,4.5,0,0,0,0
Wes,Morgan,2,1,12,0,0,0,0,0,0,0,4.4,0,0,0,0
Marc,Albrighton,3,2,24,0,0,0,0,0,0,0,5.4,0,0,0,0
Nampalys,Mendy,3,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0
Dennis,Praet,3,3,80,0,0,1,0,0,0,0,5.5,0,0,0,0
Andrew,Robertson,2,6,270,0,0,3,0,0,0,0,7,0,0,0,0
Joseph,Gomez,2,2,90,0,0,1,0,0,0,0,5.4,0,0,0,0
Alisson,Ramses Becker,1,1,38,0,0,0,0,0,0,0,5.8,0,0,0,0
Alex,Oxlade-Chamberlain,3,3,101,0,0,2,0,0,0,0,6.4,0,0,0,0
Adam,Lallana,3,1,4,0,0,0,0,0,0,0,5.9,0,0,0,0
Jordan,Henderson,3,5,181,0,0,2,0,0,0,0,5.5,0,0,0,0
Adrián,San Miguel del Castillo,1,6,231,0,0,3,0,0,0,0,4.5,0,0,0,0
Bernardo Mota,Veiga de Carvalho e Silva,3,4,157,0,0,3,0,0,0,0,7.9,0,0,0,0
Phil,Foden,3,1,10,0,0,0,0,0,0,0,5.4,0,0,0,0
Ilkay,Gündogan,3,4,158,0,0,3,0,0,0,0,5.4,0,0,0,0
João Pedro Cavaco,Cancelo,2,1,1,0,0,0,0,0,0,0,5.5,0,0,0,0
Ashley,Young,2,1,56,0,0,1,0,0,0,0,5.4,0,0,0,0
Mason,Greenwood,4,3,39,0,0,1,0,0,0,0,4.5,0,0,0,0
Jesse,Lingard,3,5,220,0,0,2,0,1,0,1,6.5,0,0,0,0
Juan,Mata,3,3,18,0,0,1,0,0,0,0,6.4,0,0,0,0
Federico,Fernández,2,1,8,0,0,0,0,0,0,0,4.5,0,0,0,0
Javier,Manquillo,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Yoshinori,Muto,4,2,25,0,0,1,0,0,0,0,5.4,0,0,0,0
Miguel,Almirón,3,6,270,0,0,4,0,1,0,1,6,0,0,0,0
Sung-yueng,Ki,3,2,73,0,0,2,0,0,0,0,4.9,0,0,0,0
Jetro,Willems,2,1,36,0,0,1,0,0,0,0,4.5,0,0,0,0
Allan,Saint-Maximin,3,2,39,0,0,0,0,0,0,0,5.5,0,0,0,0
Ben,Godfrey,2,3,270,0,0,8,0,0,0,0,4.5,0,0,0,0
Grant,Hanley,2,1,270,0,0,8,0,0,0,0,4,0,0,0,0
Dennis,Srbeny,4,1,9,0,0,0,0,0,0,0,5.4,0,0,0,0
Tim,Krul,1,5,270,0,0,8,0,0,0,0,4.5,0,0,0,0
Mario,Vrancic,3,2,15,0,0,1,0,0,0,0,6.3,0,0,0,0
Onel,Hernández,3,1,20,0,0,0,0,0,0,0,5.4,0,0,0,0
Marco,Stiepermann,3,5,220,0,0,7,0,1,0,1,5.5,0,0,0,0
Kenny,McLean,3,3,99,0,0,4,0,0,0,0,5,0,0,0,0
Alexander,Tettey,3,1,3,0,0,1,0,0,0,0,4.5,0,0,0,0
Josip,Drmic,4,1,7,0,0,0,0,0,0,0,5.4,0,0,0,0
Sam,Byram,2,1,1,0,0,1,0,0,0,0,4.5,0,0,0,0
David,McGoldrick,4,5,203,0,0,2,0,1,0,0,5.5,0,0,0,0
Luke,Freeman,3,5,163,0,0,2,0,1,0,1,5.5,0,0,0,0
Phil,Jagielka,2,1,1,0,0,0,0,0,0,0,4.4,0,0,0,0
Callum,Robinson,3,4,198,0,0,2,0,0,0,0,5.4,0,0,0,0
Ravel,Morrison,3,1,12,0,0,0,0,0,0,0,4.9,0,0,0,0
Ryan,Bertrand,2,2,166,0,0,5,0,0,0,0,5,0,0,0,0
Yan,Valery,2,3,232,0,0,5,0,0,0,0,5,0,0,0,0
Jack,Stephens,2,1,72,0,0,2,0,0,0,0,4.5,0,0,0,0
Maya,Yoshida,2,1,90,0,0,2,0,0,0,0,4.5,0,0,0,0
Michael,Obafemi,4,1,24,0,0,2,0,0,0,0,5,0,0,0,0
James,Ward-Prowse,3,6,270,0,0,5,0,1,0,1,5.9,0,0,0,0
Stuart,Armstrong,3,2,28,0,0,1,0,0,0,0,5.4,0,0,0,0
Pierre-Emile,Højbjerg,3,5,197,0,0,3,0,1,0,1,4.9,0,0,0,0
Oriol,Romeu Vidal,3,6,243,0,0,4,0,1,0,1,4.5,0,0,0,0
Che,Adams,4,6,218,0,0,3,0,1,0,0,5.9,0,0,0,0
Ben,Davies,2,1,2,0,0,0,0,0,0,0,5.5,0,0,0,0
Toby,Alderweireld,2,5,270,0,0,4,0,0,0,0,5.5,0,0,0,0
Davinson,Sánchez,2,5,270,0,0,4,0,0,0,0,5.5,0,0,0,0
Kyle,Walker-Peters,2,5,241,0,0,4,0,0,0,0,5,0,0,0,0
Hugo,Lloris,1,8,270,0,0,4,0,0,0,0,5.5,0,0,0,0
Heung-Min,Son,3,2,90,0,0,1,0,0,0,0,9.5,0,0,0,0
Christian,Eriksen,3,4,144,0,0,2,0,0,0,0,8.9,0,0,0,0
Oliver,Skipp,3,2,2,0,0,0,0,0,0,0,4.5,0,0,0,0
Giovani,Lo Celso,3,2,33,0,0,0,0,0,0,0,7.4,0,0,0,0
Georges-Kévin,Nkoudou,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0
Francisco,Femenía Far,2,4,270,0,0,7,0,0,0,0,4.5,0,0,0,0
Craig,Cathcart,2,4,270,0,0,7,0,0,0,0,4.5,0,0,0,0
Troy,Deeney,4,4,180,0,0,4,0,0,0,0,6.4,0,0,0,0
Gerard,Deulofeu,4,5,196,0,0,5,0,0,0,0,6.4,0,0,0,0
Isaac,Success Ajayi,4,1,15,0,0,1,0,0,0,0,4.9,0,0,0,0
Ben,Foster,1,6,270,0,0,7,0,0,0,0,5,0,0,0,0
Abdoulaye,Doucouré,3,4,270,0,0,7,0,0,0,0,5.9,0,0,0,0
Tom,Cleverley,3,3,96,0,0,3,0,0,0,0,4.9,0,0,0,0
Domingos,Quina,3,1,4,0,0,0,0,0,0,0,4.5,0,0,0,0
Craig,Dawson,2,4,270,0,0,7,0,0,0,0,5,0,0,0,0
Danny,Welbeck,4,2,39,0,0,0,0,0,0,0,6,0,0,0,0
Ismaïla,Sarr,3,1,16,0,0,0,0,0,0,0,6.5,0,0,0,0
Aaron,Cresswell,2,0,90,0,0,5,0,0,0,0,4.9,0,0,0,0
Ryan,Fredericks,2,4,270,0,0,7,0,0,0,0,4.5,0,0,0,0
Issa,Diop,2,4,270,0,0,7,0,0,0,0,4.5,0,0,0,0
Lukasz,Fabianski,1,6,270,0,0,7,0,0,0,0,5,0,0,0,0
Andriy,Yarmolenko,3,2,67,0,0,1,0,0,0,0,5.9,0,0,0,0
Robert,Snodgrass,3,3,124,0,0,4,0,0,0,0,5.5,0,0,0,0
Jack,Wilshere,3,2,100,0,0,2,0,0,0,0,4.9,0,0,0,0
Carlos,Sánchez,3,2,9,0,0,0,0,0,0,0,4.5,0,0,0,0
Pablo,Fornals,3,4,133,0,0,5,0,0,0,0,6.4,0,0,0,0
Romain,Saïss,2,1,9,0,0,0,0,0,0,0,4.5,0,0,0,0
Diogo,Jota,4,6,250,0,0,2,0,1,0,0,6.4,0,0,0,0
Morgan,Gibbs-White,3,2,66,0,0,1,0,0,0,0,5,0,0,0,0
Adama,Traoré,3,2,59,0,0,0,0,0,0,0,5,0,0,0,0
Patrick,Cutrone,4,2,15,0,0,0,0,0,0,0,5.9,0,0,0,0
