first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Matteo,Guendouzi,3,5,180,0,0,1,0,1,0,0,4.5,1,0.5,0.222,0.111
Dale,Stephens,3,5,180,0,0,1,0,1,0,0,4.5,1,0.5,0.222,0.111
Leander,Dendoncker,3,5,180,0,0,1,0,1,0,0,4.5,1,0.5,0.222,0.111
Solomon,March,3,5,180,0,0,1,0,1,0,0,5,1,0.5,0.2,0.1
Jack,Cork,3,5,180,0,0,2,0,1,0,0,5,1,0.5,0.2,0.1
Scott,McTominay,3,5,180,0,0,1,0,1,0,0,5,1,0.5,0.2,0.1
Oliver,Norwood,3,5,180,0,0,1,0,1,0,0,5,1,0.5,0.2,0.1
Rodrigo,Hernandez,3,5,167,0,0,2,0,1,0,0,5.5,1,0.539,0.182,0.098
James,McArthur,3,5,171,0,0,1,0,1,0,0,5.5,1,0.526,0.182,0.096
Andros,Townsend,3,5,159,0,0,1,0,1,0,0,6,1,0.566,0.167,0.095
Ashley,Westwood,3,5,180,0,0,2,0,1,0,0,5.5,1,0.5,0.182,0.091
Ayoze,Pérez,3,5,154,0,0,1,0,1,0,0,6.4,1,0.584,0.156,0.091
Youri,Tielemans,3,5,180,0,0,1,0,1,0,0,6.5,1,0.5,0.154,0.077
Sead,Kolasinac,2,1,19,0,0,0,0,0,0,0,5.4,0,0,0,0
Henrikh,Mkhitaryan,3,2,83,0,0,0,0,1,0,1,7,0,0,0,0
Granit,Xhaka,3,2,90,0,0,0,0,1,0,1,5.4,0,0,0,0
Lucas,Torreira,3,1,7,0,0,0,0,0,0,0,4.9,0,0,0,0
Nicolas,Pépé,3,2,64,0,0,0,0,0,0,0,9.4,0,0,0,0
Reiss,Nelson,3,3,115,0,0,1,0,1,0,1,5.5,0,0,0,0
Gabriel Teodoro,Martinelli Silva,4,1,6,0,0,0,0,0,0,0,4.5,0,0,0,0
Neil,Taylor,2,2,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Jonathan,Kodjia,4,1,16,0,0,2,0,0,0,0,5.4,0,0,0,0
Conor,Hourihane,3,2,81,0,0,1,0,0,0,0,5.9,0,0,0,0
Anwar,El Ghazi,3,4,164,0,0,5,0,0,0,0,5.5,0,0,0,0
Keinan,Davis,3,1,3,0,0,0,0,0,0,0,4.5,0,0,0,0
José Ignacio,Peleteiro Romallo,3,2,46,0,0,3,0,0,0,0,5.9,0,0,0,0
Tom,Heaton,1,3,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Wesley,Moraes,4,4,163,0,0,3,0,0,0,0,6,0,0,0,0
Bjorn,Engels,2,2,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Mahmoud Ahmed,Ibrahim Hassan,3,3,144,0,0,2,0,0,0,0,5.5,0,0,0,0
Steve,Cook,2,4,180,0,0,2,0,0,0,0,5,0,0,0,0
Charlie,Daniels,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Diego,Rico,2,2,90,0,0,1,0,0,0,0,4,0,0,0,0
Dominic,Solanke,4,2,15,0,0,0,0,0,0,0,5.5,0,0,0,0
Andrew,Surman,3,1,45,0,0,1,0,0,0,0,4.9,0,0,0,0
Jefferson,Lerma,3,4,180,0,0,2,0,0,0,0,5,0,0,0,0
Aaron,Ramsdale,1,6,180,0,0,2,0,0,0,0,4.5,0,0,0,0
Bernardo,Fernandes da Silva Junior,2,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0
Glenn,Murray,4,4,136,0,0,1,0,1,0,0,6,0,0,0,0
Jürgen,Locadia,4,2,63,0,0,0,0,1,0,0,5.5,0,0,0,0
Aaron,Mooy,3,1,5,0,0,0,0,0,0,0,5,0,0,0,0
Chris,Wood,4,4,150,0,0,1,0,1,0,0,6.4,0,0,0,0
Aaron,Lennon,3,2,24,0,0,0,0,0,0,0,4.9,0,0,0,0
Jay,Rodriguez,4,2,35,0,0,1,0,0,0,0,5.9,0,0,0,0
César,Azpilicueta,2,2,180,0,0,5,0,0,0,0,6,0,0,0,0
Emerson,Palmieri dos Santos,2,2,180,0,0,5,0,0,0,0,5.5,0,0,0,0
Andreas,Christensen,2,2,180,0,0,5,0,0,0,0,5,0,0,0,0
Olivier,Giroud,4,3,85,0,0,2,0,1,0,0,7,0,0,0,0
Kepa,Arrizabalaga,1,2,180,0,0,5,0,0,0,0,5.5,0,0,0,0
Willian,Borges Da Silva,3,1,19,0,0,0,0,0,0,0,7,0,0,0,0
Pedro,Rodríguez Ledesma,3,4,180,0,0,5,0,0,0,0,7,0,0,0,0
Ross,Barkley,3,1,57,0,0,1,0,0,0,0,5.9,0,0,0,0
Christian,Pulisic,3,3,102,0,0,4,0,0,0,0,7.5,0,0,0,0
Mateo,Kovacic,3,3,109,0,0,4,0,0,0,0,5.5,0,0,0,0
Christian,Benteke,4,4,172,0,0,1,0,1,0,0,6,0,0,0,0
Connor,Wickham,4,2,15,0,0,0,0,0,0,0,4.5,0,0,0,0
Wilfried,Zaha,3,3,115,0,0,1,0,0,0,0,6.9,0,0,0,0
Luka,Milivojevic,3,4,180,0,0,1,0,1,0,1,6.9,0,0,0,0
Max,Meyer,3,4,154,0,0,1,0,1,0,1,5.5,0,0,0,0
Jeffrey,Schlupp,3,1,25,0,0,0,0,0,0,0,5.5,0,0,0,0
Jordan,Ayew,4,2,64,0,0,0,0,1,0,0,5,0,0,0,0
Dominic,Calvert-Lewin,4,4,139,0,0,0,0,2,0,0,6,0,0,0,0
Theo,Walcott,3,1,27,0,0,0,0,0,0,0,6.4,0,0,0,0
Tom,Davies,3,1,11,0,0,0,0,0,0,0,5.5,0,0,0,0
André Filipe,Tavares Gomes,3,3,135,0,0,0,0,1,0,1,5.4,0,0,0,0
Mason,Holgate,2,1,17,0,0,0,0,0,0,0,4.5,0,0,0,0
Moise,Kean,4,2,39,0,0,0,0,0,0,0,6.9,0,0,0,0
Christian,Fuchs,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Jamie,Vardy,4,4,180,0,0,1,0,1,0,0,8.9,0,0,0,0
Harvey,Barnes,3,1,29,0,0,0,0,0,0,0,6,0,0,0,0
Marc,Albrighton,3,2,24,0,0,0,0,0,0,0,5.5,0,0,0,0
Dennis,Praet,3,1,17,0,0,0,0,0,0,0,5.5,0,0,0,0
Andrew,Robertson,2,4,180,0,0,2,0,0,0,0,7,0,0,0,0
Joseph,Gomez,2,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Joel,Matip,2,2,90,0,0,1,0,0,0,0,5.4,0,0,0,0
Alisson,Ramses Becker,1,1,38,0,0,0,0,0,0,0,5.9,0,0,0,0
Alex,Oxlade-Chamberlain,3,2,88,0,0,1,0,0,0,0,6.4,0,0,0,0
Fabio Henrique,Tavares,3,3,106,0,0,2,0,0,0,0,5.5,0,0,0,0
Jordan,Henderson,3,3,91,0,0,1,0,0,0,0,5.5,0,0,0,0
Georginio,Wijnaldum,3,4,180,0,0,2,0,0,0,0,5.5,0,0,0,0
Adrián,San Miguel del Castillo,1,4,141,0,0,2,0,0,0,0,4.5,0,0,0,0
Nicolás,Otamendi,2,1,90,0,0,2,0,0,0,0,5.4,0,0,0,0
Bernardo Mota,Veiga de Carvalho e Silva,3,2,79,0,0,2,0,0,0,0,7.9,0,0,0,0
Phil,Foden,3,1,10,0,0,0,0,0,0,0,5.4,0,0,0,0
Ilkay,Gündogan,3,3,101,0,0,2,0,0,0,0,5.4,0,0,0,0
Mason,Greenwood,4,2,5,0,0,0,0,0,0,0,4.5,0,0,0,0
Jesse,Lingard,3,4,165,0,0,1,0,1,0,1,6.5,0,0,0,0
Juan,Mata,3,2,13,0,0,0,0,0,0,0,6.4,0,0,0,0
Matt,Ritchie,2,3,180,0,0,4,0,0,0,0,5.5,0,0,0,0
Fabian,Schär,2,3,180,0,0,4,0,0,0,0,5,0,0,0,0
Javier,Manquillo,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Jamaal,Lascelles,2,3,180,0,0,4,0,0,0,0,4.5,0,0,0,0
Yoshinori,Muto,4,1,23,0,0,1,0,0,0,0,5.4,0,0,0,0
Martin,Dubravka,1,4,180,0,0,4,0,0,0,0,5,0,0,0,0
Sung-yueng,Ki,3,2,73,0,0,2,0,0,0,0,5,0,0,0,0
Isaac,Hayden,3,4,180,0,0,4,0,0,0,0,4.5,0,0,0,0
Jetro,Willems,2,1,36,0,0,1,0,0,0,0,4.5,0,0,0,0
Allan,Saint-Maximin,3,1,23,0,0,0,0,0,0,0,5.5,0,0,0,0
Emil,Krafth,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Ben,Godfrey,2,2,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Grant,Hanley,2,0,180,0,0,5,0,0,0,0,4,0,0,0,0
Tim,Krul,1,3,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Mario,Vrancic,3,1,6,0,0,1,0,0,0,0,6.4,0,0,0,0
Onel,Hernández,3,1,20,0,0,0,0,0,0,0,5.4,0,0,0,0
Kenny,McLean,3,2,90,0,0,4,0,0,0,0,5,0,0,0,0
Alexander,Tettey,3,1,3,0,0,1,0,0,0,0,4.5,0,0,0,0
Josip,Drmic,4,1,7,0,0,0,0,0,0,0,5.4,0,0,0,0
Sam,Byram,2,1,1,0,0,1,0,0,0,0,4.5,0,0,0,0
David,McGoldrick,4,4,150,0,0,1,0,1,0,0,5.5,0,0,0,0
Luke,Freeman,3,3,73,0,0,0,0,1,0,1,5.5,0,0,0,0
Phil,Jagielka,2,1,1,0,0,0,0,0,0,0,4.4,0,0,0,0
Callum,Robinson,3,3,145,0,0,1,0,0,0,0,5.4,0,0,0,0
Oliver,McBurnie,4,2,61,0,0,0,0,0,0,0,6,0,0,0,0
Jannik,Vestergaard,2,2,180,0,0,5,0,0,0,0,5,0,0,0,0
Ryan,Bertrand,2,2,166,0,0,5,0,0,0,0,5,0,0,0,0
Yan,Valery,2,2,180,0,0,5,0,0,0,0,5,0,0,0,0
Jan,Bednarek,2,2,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Jack,Stephens,2,1,72,0,0,2,0,0,0,0,4.5,0,0,0,0
Maya,Yoshida,2,1,90,0,0,2,0,0,0,0,4.5,0,0,0,0
Michael,Obafemi,4,1,24,0,0,2,0,0,0,0,5,0,0,0,0
Angus,Gunn,1,3,180,0,0,5,0,0,0,0,4.5,0,0,0,0
Nathan,Redmond,3,4,180,0,0,5,0,0,0,0,6.4,0,0,0,0
James,Ward-Prowse,3,4,180,0,0,5,0,0,0,0,5.9,0,0,0,0
Stuart,Armstrong,3,1,22,0,0,1,0,0,0,0,5.4,0,0,0,0
Pierre-Emile,Højbjerg,3,3,107,0,0,3,0,0,0,0,5,0,0,0,0
Che,Adams,4,4,139,0,0,3,0,0,0,0,5.9,0,0,0,0
Sofiane,Boufal,3,1,17,0,0,1,0,0,0,0,5.5,0,0,0,0
Toby,Alderweireld,2,3,180,0,0,3,0,0,0,0,5.5,0,0,0,0
Danny,Rose,2,3,180,0,0,3,0,0,0,0,5.5,0,0,0,0
Davinson,Sánchez,2,3,180,0,0,3,0,0,0,0,5.5,0,0,0,0
Kyle,Walker-Peters,2,3,180,0,0,3,0,0,0,0,5,0,0,0,0
Hugo,Lloris,1,6,180,0,0,3,0,0,0,0,5.5,0,0,0,0
Christian,Eriksen,3,3,116,0,0,2,0,0,0,0,8.9,0,0,0,0
Harry,Winks,3,3,118,0,0,3,0,0,0,0,5.5,0,0,0,0
Oliver,Skipp,3,2,2,0,0,0,0,0,0,0,4.5,0,0,0,0
Giovani,Lo Celso,3,1,5,0,0,0,0,0,0,0,7.5,0,0,0,0
Georges-Kévin,Nkoudou,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0
Francisco,Femenía Far,2,3,180,0,0,4,0,0,0,0,4.5,0,0,0,0
Craig,Cathcart,2,3,180,0,0,4,0,0,0,0,4.5,0,0,0,0
Troy,Deeney,4,4,180,0,0,4,0,0,0,0,6.4,0,0,0,0
Gerard,Deulofeu,4,3,123,0,0,2,0,0,0,0,6.4,0,0,0,0
Andre,Gray,4,3,81,0,0,2,0,0,0,0,5.9,0,0,0,0
Isaac,Success Ajayi,4,1,15,0,0,1,0,0,0,0,5,0,0,0,0
Ben,Foster,1,3,180,0,0,4,0,0,0,0,5,0,0,0,0
Abdoulaye,Doucouré,3,2,180,0,0,4,0,0,0,0,5.9,0,0,0,0
Will,Hughes,3,4,156,0,0,4,0,0,0,0,5.5,0,0,0,0
Tom,Cleverley,3,1,11,0,0,0,0,0,0,0,5,0,0,0,0
Craig,Dawson,2,3,180,0,0,4,0,0,0,0,5,0,0,0,0
Danny,Welbeck,4,1,23,0,0,0,0,0,0,0,6,0,0,0,0
Aaron,Cresswell,2,0,90,0,0,5,0,0,0,0,5,0,0,0,0
Angelo,Ogbonna,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Ryan,Fredericks,2,2,180,0,0,6,0,0,0,0,4.5,0,0,0,0
Issa,Diop,2,2,180,0,0,6,0,0,0,0,4.5,0,0,0,0
Lukasz,Fabianski,1,4,180,0,0,6,0,0,0,0,5,0,0,0,0
Michail,Antonio,3,2,90,0,0,2,0,0,0,0,7,0,0,0,0
Andriy,Yarmolenko,3,1,13,0,0,0,0,0,0,0,5.9,0,0,0,0
Robert,Snodgrass,3,3,124,0,0,4,0,0,0,0,5.5,0,0,0,0
Jack,Wilshere,3,2,100,0,0,2,0,0,0,0,5,0,0,0,0
Carlos,Sánchez,3,1,7,0,0,0,0,0,0,0,4.5,0,0,0,0
Pablo,Fornals,3,3,121,0,0,5,0,0,0,0,6.4,0,0,0,0
Sébastien,Haller,4,2,90,0,0,5,0,0,0,0,7.4,0,0,0,0
Romain,Saïss,2,1,9,0,0,0,0,0,0,0,4.5,0,0,0,0
Raúl,Jiménez,4,4,180,0,0,1,0,1,0,0,7.5,0,0,0,0
Diogo,Jota,4,4,160,0,0,1,0,1,0,0,6.5,0,0,0,0
Adama,Traoré,3,1,45,0,0,0,0,0,0,0,5,0,0,0,0
Patrick,Cutrone,4,2,15,0,0,0,0,0,0,0,5.9,0,0,0,0
Pedro,Lomba Neto,3,1,4,0,0,0,0,0,0,0,5,0,0,0,0
Ryan,Fraser,3,3,180,0,0,2,0,0,0,1,7.4,-1,-0.5,-0.135,-0.068
Miguel,Almirón,3,3,180,0,0,4,0,0,0,1,6,-1,-0.5,-0.167,-0.084
Joelinton Cássio,Apolinário de Lira,4,3,156,0,0,3,0,0,0,1,5.9,-1,-0.577,-0.169,-0.098
Nathan,Aké,2,3,180,0,0,2,0,0,0,1,5,-1,-0.5,-0.2,-0.1
Kurt,Zouma,2,1,180,0,0,5,0,0,0,1,5,-1,-0.5,-0.2,-0.1
Declan,Rice,3,3,180,0,0,6,0,0,0,1,5,-1,-0.5,-0.2,-0.1
José,Holebas,2,2,180,0,0,4,0,0,0,1,4.9,-1,-0.5,-0.204,-0.102
Etienne,Capoue,3,3,172,0,0,4,0,0,0,1,5,-1,-0.523,-0.2,-0.105
Adam,Smith,2,3,180,0,0,2,0,0,0,1,4.5,-1,-0.5,-0.222,-0.111
Paul,Dummett,2,2,180,0,0,4,0,0,0,1,4.5,-1,-0.5,-0.222,-0.111
Maximillian,Aarons,2,1,180,0,0,5,0,0,0,1,4.5,-1,-0.5,-0.222,-0.111
Roberto,Pereyra,3,2,135,0,0,3,0,0,0,1,5.9,-1,-0.667,-0.169,-0.113
Oriol,Romeu Vidal,3,3,153,0,0,4,0,0,0,1,4.5,-1,-0.588,-0.222,-0.131
Philip,Billing,3,2,135,0,0,1,0,0,0,1,5,-1,-0.667,-0.2,-0.133
Tammy,Abraham,4,2,94,0,0,3,0,0,0,1,7,-1,-0.957,-0.143,-0.137
John,Fleck,3,2,118,0,0,1,0,0,0,1,5,-1,-0.763,-0.2,-0.153
Moritz,Leitner,3,2,122,0,0,1,0,0,0,1,4.5,-1,-0.738,-0.222,-0.164
David,Luiz Moreira Marinho,2,1,90,0,0,1,0,0,0,1,6,-1,-1,-0.167,-0.167
N'Golo,Kanté,3,2,107,0,0,2,0,0,0,1,5,-1,-0.841,-0.2,-0.168
Felipe Anderson,Pereira Gomes,3,1,65,0,0,2,0,0,0,1,6.9,-1,-1.385,-0.145,-0.201
Arthur,Masuaku,2,1,90,0,0,1,0,0,0,1,4.5,-1,-1,-0.222,-0.222
