first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Jonny,Evans,2,29,630,0,1,5,4,2,0,0,5,15,2.143,3,0.429
Enda,Stevens,2,27,630,0,1,7,4,2,0,0,5,15,2.143,3,0.429
Ashley,Barnes,4,32,572,4,0,7,4,3,0,2,6.6,18,2.832,2.727,0.429
Harvey,Barnes,3,16,285,1,1,2,0,0,0,0,5.9,8,2.526,1.356,0.428
Jorge Luiz,Frello Filho,3,28,592,1,2,12,5,1,0,3,5,14,2.128,2.8,0.426
Ryan,Fredericks,2,24,619,0,0,9,2,3,0,1,4.5,13,1.89,2.889,0.42
Patrick,Cutrone,4,11,151,1,0,4,0,0,0,0,5.7,4,2.384,0.702,0.418
Frédéric,Guilbert,2,17,444,0,1,6,0,2,0,2,4.4,9,1.824,2.045,0.415
Issa,Diop,2,24,630,0,0,9,2,3,0,1,4.5,13,1.857,2.889,0.413
Jonjo,Shelvey,3,14,305,1,0,6,1,1,0,0,5,7,2.066,1.4,0.413
Callum,Robinson,3,20,414,1,1,4,1,1,0,0,5.3,10,2.174,1.887,0.41
Tyrone,Mings,2,23,630,0,1,11,3,2,0,1,4.6,13,1.857,2.826,0.404
Lewis,Dunk,2,23,630,0,1,10,5,2,0,3,4.6,13,1.857,2.826,0.404
Chris,Wood,4,28,575,3,0,8,4,2,0,0,6.2,16,2.504,2.581,0.404
Daniel,Ceballos Fernández,3,19,360,0,2,7,3,0,0,0,5.6,9,2.25,1.607,0.402
Harry,Kane,4,44,624,5,1,9,7,1,0,0,11,30,4.327,2.727,0.393
Kevin,Danso,2,8,207,0,1,3,0,1,1,0,4.5,4,1.739,0.889,0.387
Lucas,Digne,2,25,612,0,2,12,3,2,0,1,6.1,16,2.353,2.623,0.386
George,Baldock,2,24,630,0,1,7,3,2,0,2,4.5,12,1.714,2.667,0.381
Javier,Manquillo,2,10,215,0,0,2,1,1,0,1,4.4,4,1.674,0.909,0.381
James,Milner,3,10,135,0,1,1,0,1,0,1,5.3,3,2,0.566,0.377
Dennis,Praet,3,10,181,0,1,1,0,1,0,0,5.3,4,1.989,0.755,0.375
Virgil,van Dijk,2,31,630,1,0,5,3,2,0,0,6.5,17,2.429,2.615,0.374
Vicente,Guaita,1,27,630,0,0,7,2,3,0,1,5,13,1.857,2.6,0.371
Angelo,Ogbonna,2,21,540,0,0,4,0,3,0,2,4.5,10,1.667,2.222,0.37
Benjamin,Chilwell,2,20,450,0,1,3,0,2,0,1,5.4,10,2,1.852,0.37
John,Stones,2,7,180,0,0,3,0,1,0,0,5.4,4,2,0.741,0.37
Daniel,James,3,27,554,3,0,7,1,1,0,3,6.2,14,2.274,2.258,0.367
Alex,Iwobi,3,15,295,1,0,9,2,0,0,0,5.9,7,2.136,1.186,0.362
Ainsley,Maitland-Niles,2,17,490,0,2,10,3,1,1,0,5.1,10,1.837,1.961,0.36
Gary,Cahill,2,16,450,0,0,6,1,2,0,1,4.5,8,1.6,1.778,0.356
James,Maddison,3,27,535,1,2,5,4,1,0,1,7.1,15,2.523,2.113,0.355
Andrew,Robertson,2,31,630,0,2,5,3,2,0,0,6.9,17,2.429,2.464,0.352
Bjorn,Engels,2,21,630,0,0,11,4,2,0,1,4.5,11,1.571,2.444,0.349
Matthew,Lowton,2,22,630,0,1,9,0,2,0,0,4.5,11,1.571,2.444,0.349
Angus,Gunn,1,26,630,0,0,11,3,2,0,0,4.5,11,1.571,2.444,0.349
Neal,Maupay,4,22,430,2,0,6,3,2,0,1,6,10,2.093,1.667,0.349
Solomon,March,3,18,426,0,1,6,3,2,0,0,4.9,8,1.69,1.633,0.345
Çaglar,Söyüncü,2,25,630,0,1,5,0,2,0,0,4.6,11,1.571,2.391,0.342
Andros,Townsend,3,15,279,1,0,6,0,1,0,0,5.7,6,1.935,1.053,0.34
Emiliano,Buendía,3,28,622,0,4,15,3,0,0,1,6,14,2.026,2.333,0.338
Bernard,Anício Caldeira Duarte,3,17,328,1,0,3,3,2,0,2,6.5,8,2.195,1.231,0.338
Rui Pedro,dos Santos Patrício,1,32,630,0,0,11,4,2,0,0,5.1,12,1.714,2.353,0.336
Richarlison,de Andrade,3,31,579,2,1,11,3,2,0,1,7.9,17,2.642,2.152,0.335
Nacho,Monreal,2,10,270,0,0,4,1,1,0,0,5,5,1.667,1,0.333
David,de Gea,1,30,630,0,0,7,5,2,0,0,5.6,13,1.857,2.321,0.332
Adama,Traoré,3,16,380,0,1,8,3,1,0,0,5,7,1.658,1.4,0.332
Jay,Rodriguez,4,10,144,1,0,4,0,0,0,1,5.7,3,1.875,0.526,0.329
Manuel,Lanzini,3,22,470,0,2,7,3,2,0,0,6.5,11,2.106,1.692,0.324
Sofiane,Boufal,3,17,358,0,2,7,0,1,0,0,5.5,7,1.76,1.273,0.32
Willian,Borges Da Silva,3,17,325,1,0,5,2,1,0,0,7,8,2.215,1.143,0.317
Pedro,Lomba Neto,3,7,114,0,1,0,0,0,0,1,5,2,1.579,0.4,0.316
Felipe Anderson,Pereira Gomes,3,23,456,0,3,5,0,3,0,1,6.9,11,2.171,1.594,0.315
Leandro,Trossard,3,11,247,1,0,6,0,0,0,0,5.8,5,1.822,0.862,0.314
Luke,Shaw,2,9,213,0,0,2,0,1,0,0,5.4,4,1.69,0.741,0.313
Michail,Antonio,3,6,125,0,1,2,0,0,0,0,6.9,3,2.16,0.435,0.313
José Ignacio,Peleteiro Romallo,3,12,245,0,1,3,0,2,0,0,5.9,5,1.837,0.847,0.311
Diego,Rico,2,12,360,0,2,5,0,0,0,1,4.1,5,1.25,1.22,0.305
Seamus,Coleman,2,21,610,0,1,11,2,2,0,2,5.4,11,1.623,2.037,0.301
Wesley,Moraes,4,26,604,2,0,9,4,2,0,0,6,12,1.788,2,0.298
Dwight,McNeil,3,26,606,0,3,8,0,3,0,0,6,12,1.782,2,0.297
Maya,Yoshida,2,9,283,0,0,4,1,1,0,1,4.4,4,1.272,0.909,0.289
Yerry,Mina,2,18,630,0,0,12,4,2,0,1,5.5,11,1.571,2,0.286
John,Egan,2,21,630,0,0,7,1,2,0,0,4.5,9,1.286,2,0.286
Dean,Henderson,1,27,630,0,0,7,2,2,0,1,4.5,9,1.286,2,0.286
Marc,Albrighton,3,7,119,0,1,1,0,0,0,1,5.3,2,1.513,0.377,0.285
Adam,Webster,2,10,360,0,0,7,2,1,0,1,4.4,5,1.25,1.136,0.284
Marcos,Alonso,2,11,256,0,1,3,0,1,0,2,6.2,5,1.758,0.806,0.283
Tom,Cleverley,3,18,456,1,0,16,2,0,0,0,4.9,7,1.382,1.429,0.282
Nick,Pope,1,25,630,0,0,9,1,2,0,0,4.6,9,1.286,1.957,0.28
Georginio,Wijnaldum,3,24,601,1,0,4,2,3,0,0,5.4,10,1.498,1.852,0.277
Andre,Gray,4,16,337,1,0,9,2,0,0,0,5.8,6,1.602,1.034,0.276
Christian,Atsu,3,17,424,0,2,9,0,2,0,1,5.4,7,1.486,1.296,0.275
Ahmed,El Mohamady,2,7,230,0,0,7,3,0,0,0,4.3,3,1.174,0.698,0.273
Youri,Tielemans,3,26,621,1,1,5,2,2,0,0,6.4,12,1.739,1.875,0.272
Cédric,Soares,2,9,270,0,0,4,0,1,0,0,4.9,4,1.333,0.816,0.272
Dominic,Calvert-Lewin,4,18,403,2,0,7,0,2,0,1,5.8,7,1.563,1.207,0.27
Chris,Basham,2,20,594,0,0,7,0,2,0,0,4.5,8,1.212,1.778,0.269
Christian,Pulisic,3,13,275,0,2,8,0,0,0,0,7.3,6,1.964,0.822,0.269
Ryan,Fraser,3,19,420,1,1,8,2,0,0,1,7.2,9,1.929,1.25,0.268
César,Azpilicueta,2,19,630,0,2,13,1,1,0,0,5.9,11,1.571,1.864,0.266
Jamaal,Lascelles,2,18,621,0,0,13,0,2,0,0,4.4,8,1.159,1.818,0.263
Nathan,Aké,2,20,630,1,1,12,1,0,0,1,4.9,9,1.286,1.837,0.262
Michael,Keane,2,19,630,0,0,12,2,2,0,0,5.5,10,1.429,1.818,0.26
Martín,Montoya,2,15,540,0,0,9,0,2,0,1,4.5,7,1.167,1.556,0.259
Ederson,Santana de Moraes,1,29,630,0,0,7,0,3,0,1,6.1,11,1.571,1.803,0.258
Nathan,Redmond,3,18,447,1,0,9,2,1,0,0,6.3,8,1.611,1.27,0.256
Hamza,Choudhury,3,14,314,0,1,3,0,1,0,0,4.5,4,1.146,0.889,0.255
Tom,Heaton,1,21,630,0,0,11,0,2,0,0,4.5,8,1.143,1.778,0.254
Dan,Burn,2,18,630,0,0,10,0,2,0,0,4.5,8,1.143,1.778,0.254
Paul,Dummett,2,16,630,0,0,13,2,2,0,2,4.5,8,1.143,1.778,0.254
Jan,Bednarek,2,18,630,0,0,11,1,2,0,1,4.5,8,1.143,1.778,0.254
Neil,Taylor,2,16,568,0,0,11,0,2,0,1,4.5,7,1.109,1.556,0.247
João Filipe Iria,Santos Moutinho,3,20,539,0,1,9,3,2,0,0,5.4,8,1.336,1.481,0.247
Oleksandr,Zinchenko,2,18,540,0,0,7,0,2,0,0,5.5,8,1.333,1.455,0.243
Aaron,Wan-Bissaka,2,18,540,0,0,6,2,2,0,2,5.5,8,1.333,1.455,0.243
Christian,Eriksen,3,21,425,1,1,6,3,1,0,2,8.8,10,2.118,1.136,0.241
Victor,Lindelöf,2,21,630,0,0,7,2,2,0,1,5.4,9,1.286,1.667,0.238
Jordan,Pickford,1,22,630,0,0,12,1,2,0,0,5.5,9,1.286,1.636,0.234
Rodrigo,Hernandez,3,21,559,1,0,6,1,3,0,1,5.5,8,1.288,1.455,0.234
Adrián,San Miguel del Castillo,1,21,591,0,0,5,0,2,0,1,4.6,7,1.066,1.522,0.232
Ben,Mee,2,19,630,0,0,9,0,2,0,0,5,8,1.143,1.6,0.229
Kasper,Schmeichel,1,25,630,0,0,5,0,2,0,0,5,8,1.143,1.6,0.229
Martin,Dubravka,1,21,630,0,0,13,0,2,0,0,5,8,1.143,1.6,0.229
Conor,Coady,2,19,630,0,0,11,1,2,0,1,5,8,1.143,1.6,0.229
Matteo,Guendouzi,3,21,601,0,2,10,2,1,0,2,4.6,7,1.048,1.522,0.228
Kyle,Walker,2,20,592,0,1,7,0,2,0,2,6,9,1.368,1.5,0.228
Diogo,Jota,4,18,452,1,0,9,3,1,0,0,6.2,7,1.394,1.129,0.225
Jack,O'Connell,2,19,630,0,0,7,0,2,0,1,4.5,7,1,1.556,0.222
Jonathan,Castro Otto,2,17,540,0,0,8,0,2,0,1,5.4,7,1.167,1.296,0.216
Jeffrey,Schlupp,3,17,457,0,1,5,1,3,0,1,5.5,6,1.182,1.091,0.215
Raúl,Jiménez,4,24,583,2,0,10,3,2,0,1,7.2,10,1.544,1.389,0.214
Toby,Alderweireld,2,19,630,0,1,9,1,1,0,0,5.5,8,1.143,1.455,0.208
Shane,Duffy,2,11,360,0,0,4,0,1,0,0,4.9,4,1,0.816,0.204
James,McArthur,3,18,511,0,1,2,0,4,0,1,5.3,6,1.057,1.132,0.199
James,Ward-Prowse,3,22,630,1,0,11,2,2,0,1,5.8,8,1.143,1.379,0.197
Jack,Grealish,3,22,630,0,2,11,2,2,0,2,5.9,8,1.143,1.356,0.194
Emil,Krafth,2,10,413,0,0,11,0,1,0,0,4.5,4,0.872,0.889,0.194
Kenny,McLean,3,14,381,1,0,10,0,0,0,1,4.9,4,0.945,0.816,0.193
Aaron,Ramsdale,1,23,630,0,1,12,3,0,0,0,4.5,6,0.857,1.333,0.19
Pascal,Groß,3,18,445,0,1,6,1,2,0,0,6.4,6,1.213,0.938,0.19
Matt,Ritchie,2,8,270,0,0,4,0,1,0,1,5.4,3,1,0.556,0.185
Andreas,Pereira,3,15,394,0,1,4,0,2,0,1,5,4,0.914,0.8,0.183
Harry,Maguire,2,19,630,0,0,7,0,2,0,1,5.5,7,1,1.273,0.182
Ayoze,Pérez,3,16,413,0,1,3,0,2,0,0,6,5,1.09,0.833,0.182
Roberto,Pereyra,3,12,354,1,0,8,0,0,0,1,5.7,4,1.017,0.702,0.178
Rúben Diogo,da Silva Neves,3,17,469,1,0,10,1,1,0,2,5.5,5,0.959,0.909,0.174
Nicolas,Pépé,3,21,497,1,1,10,2,0,0,1,9.4,9,1.63,0.957,0.173
James,Tarkowski,2,17,630,0,0,9,0,2,0,2,5,6,0.857,1.2,0.171
Davy,Pröpper,3,17,540,0,1,8,0,2,0,0,5,5,0.833,1,0.167
Paul,Pogba,3,15,450,0,2,5,0,1,0,0,8.4,7,1.4,0.833,0.167
Oliver,McBurnie,4,15,396,1,0,4,1,2,0,1,5.9,4,0.909,0.678,0.154
Sean,Longstaff,3,12,352,0,1,8,0,1,0,1,5,3,0.767,0.6,0.153
Moise,Kean,4,12,267,0,1,7,0,0,0,0,6.6,3,1.011,0.455,0.153
Fabio Henrique,Tavares,3,18,556,0,1,5,2,2,0,2,5.5,5,0.809,0.909,0.147
Sokratis,Papastathopoulos,2,15,630,0,0,11,2,1,0,1,5,5,0.714,1,0.143
Gerard,Deulofeu,4,15,415,0,1,15,2,0,0,1,6.1,4,0.867,0.656,0.142
Jan,Vertonghen,2,9,360,0,0,5,0,1,0,1,5.3,3,0.75,0.566,0.141
Aymeric,Laporte,2,9,306,0,0,3,0,1,0,1,6.3,3,0.882,0.476,0.14
Jean-Philippe,Gbamin,3,4,135,0,0,0,0,1,0,0,4.9,1,0.667,0.204,0.136
Joelinton Cássio,Apolinário de Lira,4,19,575,1,0,10,3,2,0,2,5.9,5,0.783,0.847,0.133
Ashley,Westwood,3,19,630,0,1,9,2,2,0,2,5.4,5,0.714,0.926,0.132
Luka,Milivojevic,3,20,630,1,0,7,3,3,0,5,6.7,6,0.857,0.896,0.128
Jamal,Lewis,2,11,629,0,0,15,0,1,0,0,4.5,4,0.572,0.889,0.127
Oliver,Norwood,3,18,589,0,1,7,0,2,0,1,4.9,4,0.611,0.816,0.125
Aaron,Mooy,3,7,148,0,0,2,0,1,0,0,4.9,1,0.608,0.204,0.124
Hugo,Lloris,1,22,540,0,0,7,0,1,0,0,5.5,4,0.667,0.727,0.121
Moussa,Sissoko,3,18,606,0,1,7,0,2,0,1,5,4,0.594,0.8,0.119
Nemanja,Matic,3,6,158,0,0,1,0,1,0,0,4.8,1,0.57,0.208,0.118
Che,Adams,4,15,445,0,1,6,0,2,0,0,5.7,3,0.607,0.526,0.106
Kepa,Arrizabalaga,1,14,630,0,0,13,0,1,0,0,5.5,4,0.571,0.727,0.104
Gylfi,Sigurdsson,3,19,569,0,1,10,0,2,0,0,7.6,5,0.791,0.658,0.104
Isaac,Hayden,3,16,582,0,1,13,2,2,1,1,4.5,3,0.464,0.667,0.103
Ryan,Bennett,2,9,360,0,0,5,0,1,0,2,4.9,2,0.5,0.408,0.102
Wilfried,Zaha,3,17,565,0,1,7,0,2,0,1,6.8,4,0.637,0.588,0.094
Cheikhou,Kouyaté,3,12,406,0,0,5,0,3,0,1,4.9,2,0.443,0.408,0.09
Sead,Kolasinac,2,8,379,0,1,7,0,0,0,1,5.4,2,0.475,0.37,0.088
Bernd,Leno,1,21,630,0,0,11,1,1,0,2,5,3,0.429,0.6,0.086
Jordan,Henderson,3,13,397,0,0,3,0,2,0,0,5.4,2,0.453,0.37,0.084
Leander,Dendoncker,3,12,500,0,0,8,0,2,0,0,4.4,2,0.36,0.455,0.082
Marvelous,Nakamba,3,7,254,0,0,5,0,1,0,0,4.4,1,0.354,0.227,0.08
Fernando,Luiz Rosa,3,6,233,0,0,1,0,1,0,0,5.2,1,0.386,0.192,0.074
Andreas,Christensen,2,8,491,0,0,11,0,1,0,2,5,2,0.367,0.4,0.073
Mateo,Kovacic,3,14,462,0,1,10,0,0,0,1,5.4,2,0.39,0.37,0.072
Dale,Stephens,3,16,617,0,0,9,0,2,0,0,4.5,2,0.292,0.444,0.065
Jack,Cork,3,15,572,0,0,8,0,2,0,0,5,2,0.315,0.4,0.063
Joseph,Willock,3,10,291,0,0,5,0,1,0,0,5,1,0.309,0.2,0.062
Tom,Trybull,3,9,325,0,0,9,0,1,0,0,4.5,1,0.277,0.222,0.061
Ben,Foster,1,12,630,0,0,20,2,0,0,0,4.9,2,0.286,0.408,0.058
Declan,Rice,3,16,630,0,0,9,0,3,0,1,4.9,2,0.286,0.408,0.058
Ross,Barkley,3,8,293,0,0,5,0,1,0,0,5.6,1,0.307,0.179,0.055
Pedro,Rodríguez Ledesma,3,7,242,0,0,5,0,1,0,0,6.9,1,0.372,0.145,0.054
Pablo,Fornals,3,11,319,0,0,7,0,1,0,0,6.1,1,0.282,0.164,0.046
Ashley,Young,2,9,416,0,0,5,0,1,0,3,5.4,1,0.216,0.185,0.04
Pierre-Emile,Højbjerg,3,14,557,0,0,9,0,2,0,1,4.8,1,0.162,0.208,0.034
Philip,Billing,3,14,583,0,1,11,0,0,0,2,5,1,0.154,0.2,0.031
Danny,Rose,2,12,612,0,0,9,0,1,0,3,5.5,1,0.147,0.182,0.027
Miguel,Almirón,3,15,571,0,0,11,0,2,0,1,5.9,1,0.158,0.169,0.027
Mesut,Özil,3,2,70,0,0,1,0,0,0,0,7.3,0,0,0,0
Henrikh,Mkhitaryan,3,4,110,0,0,0,0,1,0,1,6.8,0,0,0,0
Reiss,Nelson,3,5,150,0,0,2,0,1,0,1,5.4,0,0,0,0
Gabriel Teodoro,Martinelli Silva,4,1,6,0,0,0,0,0,0,0,4.5,0,0,0,0
Jonathan,Kodjia,4,1,16,0,0,2,0,0,0,0,5.4,0,0,0,0
Conor,Hourihane,3,6,195,0,0,4,0,0,0,0,5.7,0,0,0,0
Keinan,Davis,3,4,41,0,0,1,0,0,0,0,4.5,0,0,0,0
Henri,Lansbury,3,2,9,0,0,0,0,0,0,0,4.4,0,0,0,0
Charlie,Daniels,2,3,126,0,0,2,0,0,0,0,4.4,0,0,0,0
Simon,Francis,2,1,1,0,0,0,0,0,0,0,4.4,0,0,0,0
Dominic,Solanke,4,10,318,0,0,5,0,0,0,0,5.4,0,0,0,0
Jordon,Ibe,3,2,48,0,0,1,0,0,0,0,4.8,0,0,0,0
Lewis,Cook,3,4,90,0,0,1,0,0,0,0,5,0,0,0,0
Andrew,Surman,3,3,57,0,0,1,0,0,0,0,4.8,0,0,0,0
Arnaut,Danjuma Groeneveld,3,1,13,0,0,0,0,0,0,0,5.8,0,0,0,0
Bernardo,Fernandes da Silva Junior,2,2,67,0,0,3,0,0,0,0,4.4,0,0,0,0
Gaëtan,Bong,2,2,55,0,0,3,0,0,0,0,4.4,0,0,0,0
Glenn,Murray,4,9,265,0,0,3,0,2,0,0,5.7,0,0,0,0
Jürgen,Locadia,4,3,85,0,0,1,0,1,0,0,5.3,0,0,0,0
Yves,Bissouma,3,2,53,0,0,0,0,0,0,0,5,0,0,0,0
Aaron,Connolly,4,4,75,0,0,3,0,0,0,0,4.5,0,0,0,0
Steven,Alzate,3,4,180,0,0,2,0,1,0,1,4.5,0,0,0,0
Robbie,Brady,3,2,8,0,0,0,0,0,0,0,5.5,0,0,0,0
Antonio,Rüdiger,2,1,45,0,0,0,0,0,0,0,6,0,0,0,0
Emerson,Palmieri dos Santos,2,5,374,0,0,10,0,0,0,0,5.5,0,0,0,0
Olivier,Giroud,4,4,100,0,0,2,0,1,0,0,6.7,0,0,0,0
Billy,Gilmour,3,1,6,0,0,1,0,0,0,0,4.5,0,0,0,0
Mamadou,Sakho,2,3,191,0,0,5,0,0,0,0,5,0,0,0,0
Christian,Benteke,4,8,231,0,0,3,0,1,0,0,5.8,0,0,0,0
Connor,Wickham,4,2,15,0,0,0,0,0,0,0,4.5,0,0,0,0
Max,Meyer,3,5,155,0,0,1,0,1,0,1,5.3,0,0,0,0
Víctor,Camarasa,3,1,5,0,0,0,0,0,0,0,4.7,0,0,0,0
Cenk,Tosun,4,1,35,0,0,1,0,0,0,0,5.7,0,0,0,0
Theo,Walcott,3,5,73,0,0,2,0,0,0,0,6.3,0,0,0,0
Tom,Davies,3,2,20,0,0,1,0,0,0,0,5.3,0,0,0,0
Mason,Holgate,2,1,17,0,0,0,0,0,0,0,4.4,0,0,0,0
Christian,Fuchs,2,5,184,0,0,2,0,0,0,0,4.5,0,0,0,0
