first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Serge,Aurier,2,16,383,0,2,6,2,1,1,0,4.8,9,2.115,1.875,0.441
Scott,Dann,2,9,187,0,0,1,0,1,0,0,4.4,4,1.925,0.909,0.437
Sadio,Mané,3,64,786,5,3,6,8,3,0,0,11.8,45,5.153,3.814,0.437
Romain,Saïss,2,17,421,1,1,9,1,1,1,2,4.4,9,1.924,2.045,0.437
Youri,Tielemans,3,48,891,3,2,8,4,3,0,0,6.5,28,2.828,4.308,0.435
Raheem,Sterling,3,64,790,7,1,9,7,4,0,3,12.1,46,5.241,3.802,0.433
Erik,Lamela,3,32,602,2,2,9,2,1,0,2,5.9,17,2.542,2.881,0.431
Nathan,Aké,2,38,900,1,1,13,5,2,0,1,4.9,21,2.1,4.286,0.429
Harry,Wilson,3,31,561,3,0,10,1,1,0,1,6,16,2.567,2.667,0.428
Mathew,Ryan,1,42,900,0,0,14,8,3,0,0,4.7,20,2,4.255,0.425
George,Baldock,2,37,900,0,1,8,3,4,0,3,4.5,19,1.9,4.222,0.422
John,Egan,2,37,900,0,0,8,3,4,0,0,4.5,19,1.9,4.222,0.422
Christian,Kabasele,2,18,450,0,0,4,1,2,0,0,4.3,9,1.8,2.093,0.419
Todd,Cantwell,3,37,810,2,2,21,2,1,0,1,4.8,18,2,3.75,0.417
Billy,Sharp,4,10,153,1,0,2,3,0,1,0,5.7,4,2.353,0.702,0.413
James,Maddison,3,44,782,3,2,7,4,2,0,1,7.3,26,2.992,3.562,0.41
Fabian,Schär,2,32,793,1,0,14,2,3,0,2,5,18,2.043,3.6,0.409
Dominic,Calvert-Lewin,4,27,494,3,0,10,2,2,0,1,5.8,13,2.368,2.241,0.408
Nicolás,Otamendi,2,26,602,1,1,9,0,2,0,2,5.5,15,2.243,2.727,0.408
Scott,McTominay,3,40,885,2,1,9,6,2,0,1,5,20,2.034,4,0.407
Callum,Wilson,4,51,860,5,3,13,4,2,0,2,8,31,3.244,3.875,0.406
Jonjo,Shelvey,3,15,310,1,0,6,1,1,0,0,5,7,2.032,1.4,0.406
Mohamed,Salah,3,62,792,5,3,6,7,3,0,0,12.4,44,5,3.548,0.403
Daniel,James,3,41,813,3,2,9,2,2,0,3,6.1,22,2.435,3.607,0.399
Chris,Basham,2,35,864,0,0,8,1,4,0,0,4.5,17,1.771,3.778,0.394
Jack,Grealish,3,43,893,2,3,16,5,2,0,3,5.9,23,2.318,3.898,0.393
Joel,Ward,2,34,900,0,1,12,5,3,0,2,4.6,18,1.8,3.913,0.391
John,McGinn,3,43,900,3,1,16,4,2,0,1,5.9,23,2.3,3.898,0.39
Heung-Min,Son,3,41,618,2,4,11,3,1,0,0,9.7,26,3.786,2.68,0.39
Javier,Manquillo,2,10,215,0,0,2,1,1,0,1,4.4,4,1.674,0.909,0.381
Joshua,King,4,41,826,2,3,13,5,1,0,0,6.3,22,2.397,3.492,0.38
Mason,Holgate,2,5,108,0,1,3,0,0,0,1,4.4,2,1.667,0.455,0.379
Conor,Hourihane,3,18,334,1,1,5,1,1,0,2,5.7,8,2.156,1.404,0.378
Dwight,McNeil,3,42,876,1,4,14,1,4,0,0,6,22,2.26,3.667,0.377
Ainsley,Maitland-Niles,2,17,490,0,2,10,3,1,1,0,4.9,10,1.837,2.041,0.375
Ryan,Fredericks,2,28,799,0,1,13,2,3,0,2,4.5,15,1.69,3.333,0.375
Roberto,Firmino,4,52,830,3,4,6,9,3,0,0,9.6,33,3.578,3.438,0.373
Rúben Gonçalo,Silva Nascimento Vinagre,2,7,169,0,0,3,0,1,0,1,4.3,3,1.598,0.698,0.372
Chris,Wood,4,35,755,4,0,10,4,3,0,1,6.2,19,2.265,3.065,0.365
Ashley,Barnes,4,36,706,4,0,11,4,4,0,2,6.3,18,2.295,2.857,0.364
Jonny,Evans,2,37,900,0,1,8,4,3,0,1,5,18,1.8,3.6,0.36
Will,Hughes,3,25,505,1,1,17,3,1,0,1,5.5,11,1.96,2,0.356
Pierre-Emerick,Aubameyang,4,59,900,7,1,14,10,2,0,2,11.1,39,3.9,3.514,0.351
Callum,Robinson,3,24,537,1,1,5,1,2,0,0,5.3,11,1.844,2.075,0.348
Dean,Henderson,1,42,900,0,0,8,2,4,0,2,4.6,16,1.6,3.478,0.348
Sébastien,Haller,4,41,810,4,1,13,5,3,0,1,7.4,23,2.556,3.108,0.345
Lucas,Digne,2,32,882,0,2,16,3,3,0,1,6,20,2.041,3.333,0.34
Bjorn,Engels,2,30,884,0,0,15,4,3,0,1,4.5,15,1.527,3.333,0.339
Raúl,Jiménez,4,43,853,3,2,12,7,3,0,2,7.2,23,2.427,3.194,0.337
Nacho,Monreal,2,10,270,0,0,4,1,1,0,0,5,5,1.667,1,0.333
Aaron,Ramsdale,1,39,900,0,1,13,4,2,0,0,4.5,15,1.5,3.333,0.333
Wilfred,Ndidi,3,33,810,2,0,7,3,3,0,1,5,15,1.667,3,0.333
Andrew,Robertson,2,43,900,0,3,8,6,2,0,0,6.9,23,2.3,3.333,0.333
Ben,Foster,1,34,900,0,0,21,8,2,0,0,4.8,16,1.6,3.333,0.333
Jay,Rodriguez,4,19,333,2,0,10,0,0,0,1,5.7,7,1.892,1.228,0.332
Lucas,Rodrigues Moura da Silva,3,19,308,1,1,3,0,0,0,0,7.1,8,2.338,1.127,0.329
Ederson,Santana de Moraes,1,44,900,0,0,9,2,5,0,2,6.1,20,2,3.279,0.328
Pascal,Groß,3,34,689,1,2,9,2,3,0,0,6.4,16,2.09,2.5,0.327
David,Luiz Moreira Marinho,2,30,810,2,0,14,3,1,0,2,5.8,17,1.889,2.931,0.326
Harry,Kane,4,55,894,6,1,15,8,1,0,0,10.8,35,3.523,3.241,0.326
Vicente,Guaita,1,30,720,0,0,8,2,3,0,1,5,13,1.625,2.6,0.325
Richarlison,de Andrade,3,44,849,2,3,15,3,3,0,1,7.9,24,2.544,3.038,0.322
Trent,Alexander-Arnold,2,43,900,1,3,8,3,2,0,3,7.2,23,2.3,3.194,0.319
José Ignacio,Peleteiro Romallo,3,12,245,0,1,3,0,2,0,0,5.8,5,1.837,0.862,0.317
Frédéric,Guilbert,2,24,714,0,2,11,0,2,0,3,4.4,11,1.387,2.5,0.315
Kevin,Danso,2,8,260,0,1,7,0,1,1,0,4.4,4,1.385,0.909,0.315
Luke,Shaw,2,9,213,0,0,2,0,1,0,0,5.4,4,1.69,0.741,0.313
Michail,Antonio,3,6,125,0,1,2,0,0,0,0,6.9,3,2.16,0.435,0.313
Matthew,Lowton,2,28,900,0,1,15,0,3,0,1,4.5,14,1.4,3.111,0.311
Yerry,Mina,2,26,810,0,0,13,4,3,0,1,5.4,15,1.667,2.778,0.309
Rui Pedro,dos Santos Patrício,1,43,900,0,0,13,4,3,0,0,5.2,16,1.6,3.077,0.308
Sofiane,Boufal,3,19,381,0,2,8,0,1,0,0,5.5,7,1.654,1.273,0.301
Nick,Pope,1,34,900,0,0,15,2,3,0,0,4.7,14,1.4,2.979,0.298
Çaglar,Söyüncü,2,33,900,0,1,8,0,3,0,1,4.7,14,1.4,2.979,0.298
Jonathan,Castro Otto,2,28,729,1,0,10,0,2,0,1,5.4,13,1.605,2.407,0.297
Mark,Noble,3,27,668,1,1,7,2,3,0,2,5,11,1.482,2.2,0.296
Daniel,Ceballos Fernández,3,25,569,0,2,9,3,1,0,0,5.4,10,1.582,1.852,0.293
Jorge Luiz,Frello Filho,3,34,862,1,2,15,5,2,0,4,5.1,14,1.462,2.745,0.287
Michael,McGovern,1,11,158,0,0,6,2,0,0,0,4,2,1.139,0.5,0.285
Tyrone,Mings,2,28,900,0,1,16,3,2,0,1,4.6,13,1.3,2.826,0.283
Sokratis,Papastathopoulos,2,29,900,1,0,14,2,2,0,2,5,14,1.4,2.8,0.28
Solomon,March,3,18,471,0,1,7,3,2,0,1,4.8,7,1.338,1.458,0.279
Cédric,Soares,2,9,270,0,0,4,0,1,0,0,4.8,4,1.333,0.833,0.278
Angelo,Ogbonna,2,23,720,0,0,8,0,3,0,2,4.5,10,1.25,2.222,0.278
Ahmed,El Mohamady,2,7,230,0,0,7,3,0,0,0,4.3,3,1.174,0.698,0.273
Michael,Keane,2,29,900,0,0,16,3,3,0,0,5.5,15,1.5,2.727,0.273
Pedro,Lomba Neto,3,8,134,0,1,0,0,0,0,1,5,2,1.343,0.4,0.269
Dan,Burn,2,26,900,0,0,14,0,3,0,0,4.5,12,1.2,2.667,0.267
Christian,Atsu,3,20,439,0,2,9,0,2,0,1,5.4,7,1.435,1.296,0.266
Jordan,Henderson,3,25,569,1,0,6,2,2,0,0,5.4,9,1.424,1.667,0.264
Martín,Montoya,2,24,764,0,0,11,0,3,0,2,4.5,10,1.178,2.222,0.262
Virgil,van Dijk,2,37,900,1,0,8,3,2,0,0,6.5,17,1.7,2.615,0.262
James,Tarkowski,2,27,900,0,0,15,3,3,0,2,5,13,1.3,2.6,0.26
Martin,Dubravka,1,36,900,0,0,15,1,3,0,0,5,13,1.3,2.6,0.26
Adam,Smith,2,16,490,0,0,7,0,2,0,2,4.3,6,1.102,1.395,0.256
Jordan,Pickford,1,33,900,0,0,16,2,3,0,0,5.5,14,1.4,2.545,0.255
Bamidele,Alli,3,10,210,1,0,4,1,0,0,1,8.4,5,2.143,0.595,0.255
César,Azpilicueta,2,28,900,0,2,16,1,2,0,0,5.9,15,1.5,2.542,0.254
Paul,Dummett,2,16,630,0,0,13,2,2,0,2,4.5,8,1.143,1.778,0.254
Theo,Walcott,3,13,229,0,1,3,0,1,0,0,6.2,4,1.572,0.645,0.253
Dennis,Praet,3,13,270,0,1,2,0,1,0,0,5.3,4,1.333,0.755,0.252
Emiliano,Buendía,3,35,892,0,4,23,3,1,0,1,6,15,1.513,2.5,0.252
Neil,Taylor,2,16,568,0,0,11,0,2,0,1,4.5,7,1.109,1.556,0.247
Angus,Gunn,1,29,900,0,0,25,3,2,0,0,4.5,11,1.1,2.444,0.244
Issa,Diop,2,26,900,0,0,14,2,3,0,3,4.5,11,1.1,2.444,0.244
Ryan,Bennett,2,16,454,0,0,5,0,2,0,2,4.9,6,1.189,1.224,0.243
Manuel,Lanzini,3,27,651,0,2,11,3,2,0,0,6.3,11,1.521,1.746,0.241
Ben,Mee,2,26,900,0,0,15,0,3,0,0,5,12,1.2,2.4,0.24
James,McArthur,3,29,781,0,2,7,2,4,0,1,5.3,11,1.268,2.075,0.239
Felipe Anderson,Pereira Gomes,3,29,656,0,3,8,0,4,0,1,6.9,12,1.646,1.739,0.239
David,de Gea,1,37,900,0,0,10,5,2,0,0,5.5,13,1.3,2.364,0.236
Kasper,Schmeichel,1,38,900,0,0,8,0,3,0,0,5.1,12,1.2,2.353,0.235
Oleksandr,Zinchenko,2,18,585,0,0,9,0,2,0,0,5.3,8,1.231,1.509,0.232
Andros,Townsend,3,19,413,1,0,8,0,1,0,0,5.7,6,1.308,1.053,0.229
Alex,Iwobi,3,22,542,1,0,11,2,1,0,0,5.8,8,1.328,1.379,0.229
Tom,Cleverley,3,24,645,1,0,17,2,1,0,0,4.9,8,1.116,1.633,0.228
Craig,Cathcart,2,21,720,0,0,11,1,2,0,1,4.4,8,1,1.818,0.227
Patrick,Cutrone,4,15,279,1,0,5,0,1,0,0,5.7,4,1.29,0.702,0.226
Ryan,Fraser,3,26,627,1,1,8,2,2,0,1,7.1,11,1.579,1.549,0.222
Gary,Cahill,2,20,720,0,0,11,1,2,0,1,4.5,8,1,1.778,0.222
Andre,Gray,4,18,428,1,0,9,2,0,0,0,5.7,6,1.262,1.053,0.221
Luka,Milivojevic,3,31,795,2,0,11,6,3,0,6,6.7,13,1.472,1.94,0.22
Georginio,Wijnaldum,3,31,835,1,0,6,2,4,0,0,5.4,11,1.186,2.037,0.22
Conor,Coady,2,28,900,0,0,13,1,3,0,2,5,11,1.1,2.2,0.22
Kyle,Walker,2,21,637,0,1,7,0,2,0,2,5.9,9,1.272,1.525,0.215
DeAndre,Yedlin,2,10,286,0,0,3,0,1,0,1,4.4,3,0.944,0.682,0.215
Adrián,San Miguel del Castillo,1,23,681,0,0,6,0,2,0,1,4.4,7,0.925,1.591,0.21
Steve,Cook,2,27,900,0,0,13,3,2,0,1,5,10,1,2,0.2
Seamus,Coleman,2,19,665,0,1,12,2,2,1,2,5.4,8,1.083,1.481,0.2
Tim,Krul,1,34,720,0,0,17,3,1,0,0,4.5,7,0.875,1.556,0.195
Shane,Duffy,2,12,380,0,0,5,0,1,0,0,4.9,4,0.947,0.816,0.193
Emil,Krafth,2,11,414,0,0,11,0,1,0,0,4.5,4,0.87,0.889,0.193
Hamza,Choudhury,3,14,318,0,1,4,0,1,0,1,4.5,3,0.849,0.667,0.189
Matt,Ritchie,2,8,270,0,0,4,0,1,0,1,5.3,3,1,0.566,0.189
Diogo,Jota,4,21,549,1,0,10,3,1,0,0,6.1,7,1.148,1.148,0.188
Marc,Albrighton,3,9,182,0,1,2,0,0,0,1,5.3,2,0.989,0.377,0.186
Bukayo,Saka,3,11,325,0,1,3,0,1,0,1,4.5,3,0.831,0.667,0.185
Victor,Lindelöf,2,25,810,0,0,9,2,2,0,1,5.4,9,1,1.667,0.185
Tom,Heaton,1,29,900,0,0,16,0,2,0,0,4.5,8,0.8,1.778,0.178
Jan,Bednarek,2,18,900,0,0,25,1,2,0,1,4.5,8,0.8,1.778,0.178
Rodrigo,Hernandez,3,25,739,1,0,8,1,4,0,2,5.5,8,0.974,1.455,0.177
Ilkay,Gündogan,3,20,595,1,0,9,1,2,0,2,5.2,6,0.908,1.154,0.175
Sead,Kolasinac,2,17,574,0,1,8,1,1,0,2,5.4,6,0.941,1.111,0.174
Gylfi,Sigurdsson,3,28,690,1,1,12,0,2,0,0,7.5,10,1.304,1.333,0.174
Paulo,Gazzaniga,1,14,352,0,0,7,3,0,0,0,4.4,3,0.767,0.682,0.174
Nicolas,Pépé,3,31,726,1,2,13,2,1,0,1,9.3,13,1.612,1.398,0.173
Christian,Eriksen,3,25,602,1,1,11,3,1,0,2,8.7,10,1.495,1.149,0.172
João Filipe Iria,Santos Moutinho,3,26,809,0,1,11,3,3,0,1,5.3,8,0.89,1.509,0.168
Paul,Pogba,3,15,450,0,2,5,0,1,0,0,8.4,7,1.4,0.833,0.167
Jeffrey,Schlupp,3,20,601,0,1,8,1,3,0,1,5.5,6,0.899,1.091,0.163
Aaron,Wan-Bissaka,2,21,720,0,0,8,2,2,0,3,5.4,7,0.875,1.296,0.162
Nathan,Redmond,3,24,707,1,0,22,2,1,0,0,6.3,8,1.018,1.27,0.162
Jamal,Lewis,2,17,874,0,0,22,0,2,0,1,4.5,7,0.721,1.556,0.16
Ciaran,Clark,2,8,270,0,0,2,0,1,0,2,4.3,2,0.667,0.465,0.155
Matteo,Guendouzi,3,27,871,0,2,13,2,2,0,3,4.7,7,0.723,1.489,0.154
Ashley,Westwood,3,28,900,0,2,15,2,3,0,3,5.4,8,0.8,1.481,0.148
Maya,Yoshida,2,9,553,0,0,18,1,1,0,1,4.4,4,0.651,0.909,0.148
Arnaut,Danjuma Groeneveld,3,6,105,0,0,0,0,1,0,0,5.8,1,0.857,0.172,0.147
Kepa,Arrizabalaga,1,24,900,0,0,16,0,2,0,0,5.5,8,0.8,1.455,0.145
Moise,Kean,4,14,287,0,1,7,0,0,0,0,6.5,3,0.941,0.462,0.145
Toby,Alderweireld,2,23,900,0,1,15,1,1,0,0,5.5,8,0.8,1.455,0.145
Bernd,Leno,1,30,900,0,0,14,1,2,0,2,5,7,0.7,1.4,0.14
Aymeric,Laporte,2,9,306,0,0,3,0,1,0,1,6.3,3,0.882,0.476,0.14
Jean-Philippe,Gbamin,3,4,135,0,0,0,0,1,0,0,4.8,1,0.667,0.208,0.139
James,Ward-Prowse,3,28,900,1,0,25,2,2,0,1,5.8,8,0.8,1.379,0.138
Andreas,Pereira,3,22,655,0,1,6,0,3,0,1,5,5,0.687,1,0.137
Cheikhou,Kouyaté,3,21,676,0,1,10,0,3,0,1,4.9,5,0.666,1.02,0.136
Oliver,Norwood,3,26,825,0,1,8,0,4,0,1,4.9,6,0.655,1.224,0.134
Harry,Maguire,2,25,900,0,0,10,0,2,0,1,5.4,7,0.7,1.296,0.13
Roberto,Pereyra,3,19,617,1,0,8,0,3,0,3,5.6,5,0.729,0.893,0.13
Abdoulaye,Doucouré,3,25,880,1,0,21,2,2,0,2,5.7,7,0.716,1.228,0.126
Hugo,Lloris,1,23,548,0,0,8,0,1,0,0,5.4,4,0.657,0.741,0.122
Nemanja,Matic,3,6,158,0,0,1,0,1,0,0,4.8,1,0.57,0.208,0.118
Wilfried,Zaha,3,26,835,0,2,12,0,2,0,1,6.7,7,0.754,1.045,0.113
Kenny,McLean,3,20,651,1,0,18,0,1,0,2,4.9,4,0.553,0.816,0.113
Pierre-Emile,Højbjerg,3,24,827,0,1,23,1,2,0,1,4.8,5,0.544,1.042,0.113
Che,Adams,4,16,454,0,1,7,0,2,0,0,5.5,3,0.595,0.545,0.108
Kurt,Zouma,2,12,723,0,0,14,1,1,0,1,4.7,4,0.498,0.851,0.106
Isaac,Hayden,3,16,582,0,1,13,2,2,1,1,4.4,3,0.464,0.682,0.105
Oliver,McBurnie,4,17,462,1,0,4,1,3,0,2,5.8,3,0.584,0.517,0.101
Lewis,Cook,3,7,180,0,0,1,0,1,0,0,5,1,0.5,0.2,0.1
Davy,Pröpper,3,20,720,0,1,12,0,2,0,1,5,4,0.5,0.8,0.1
Rúben Diogo,da Silva Neves,3,21,694,1,0,11,1,2,0,4,5.3,4,0.519,0.755,0.098
Joelinton Cássio,Apolinário de Lira,4,24,796,1,0,12,3,2,0,2,5.8,5,0.565,0.862,0.097
Jan,Vertonghen,2,12,540,0,0,9,0,1,0,1,5.3,3,0.5,0.566,0.094
Yan,Valery,2,6,466,0,1,17,0,0,0,1,4.8,2,0.386,0.417,0.081
Leander,Dendoncker,3,19,770,0,0,10,0,3,0,0,4.4,3,0.351,0.682,0.08
Andreas,Christensen,2,8,491,0,0,11,0,1,0,2,5,2,0.367,0.4,0.073
Gerard,Deulofeu,4,19,622,0,1,16,2,1,0,2,6.1,3,0.434,0.492,0.071
Alexander,Tettey,3,9,285,0,0,7,0,1,0,0,4.5,1,0.316,0.222,0.07
Roberto,Jimenez Gago,1,10,326,0,0,6,1,0,0,0,4.4,1,0.276,0.227,0.063
Fabio Henrique,Tavares,3,22,826,0,1,8,2,2,0,4,5.5,3,0.327,0.545,0.059
Mateo,Kovacic,3,18,609,0,1,12,0,0,0,1,5.3,2,0.296,0.377,0.056
Steven,Alzate,3,10,366,0,0,5,0,2,0,1,4.5,1,0.246,0.222,0.055
Tom,Trybull,3,10,365,0,0,9,0,1,0,0,4.5,1,0.247,0.222,0.055
Jack,Cork,3,17,662,0,0,12,0,2,0,0,5,2,0.272,0.4,0.054
Pedro,Rodríguez Ledesma,3,7,242,0,0,5,0,1,0,0,6.9,1,0.372,0.145,0.054
Allan,Saint-Maximin,3,10,311,0,0,2,0,1,0,0,5.4,1,0.289,0.185,0.054
Joseph,Willock,3,12,351,0,0,6,0,1,0,0,4.9,1,0.256,0.204,0.052
Ross,Barkley,3,9,335,0,0,5,0,1,0,0,5.6,1,0.269,0.179,0.048
Juan,Mata,3,12,299,0,0,3,0,2,0,1,6.3,1,0.301,0.159,0.048
Craig,Dawson,2,13,843,0,0,21,0,1,0,2,4.8,2,0.214,0.417,0.045
Moussa,Sissoko,3,22,876,0,1,13,0,2,0,3,4.9,2,0.205,0.408,0.042
Marvelous,Nakamba,3,13,524,0,0,10,0,1,0,0,4.4,1,0.172,0.227,0.039
Miguel,Almirón,3,22,819,0,0,12,0,4,0,2,5.8,2,0.22,0.345,0.038
