first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Joel,Ward,2,6,90,0,0,0,0,1,0,0,4.5,4,4,0.889,0.889
Scott,Dann,2,6,90,0,0,0,0,1,0,0,4.5,4,4,0.889,0.889
Çaglar,Söyüncü,2,6,90,0,0,0,0,1,0,0,4.5,4,4,0.889,0.889
Teemu,Pukki,4,7,82,1,0,4,1,0,0,0,6.5,5,5.488,0.769,0.844
Paul,Pogba,3,9,90,0,2,0,0,1,0,0,8.5,7,7,0.824,0.824
Shane,Duffy,2,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Davy,Pröpper,3,6,90,0,1,0,0,1,0,0,5,4,4,0.8,0.8
Ben,Mee,2,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
James,Tarkowski,2,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Vicente,Guaita,1,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Kasper,Schmeichel,1,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Mohamed,Salah,3,12,90,1,1,1,2,0,0,0,12.5,10,10,0.8,0.8
Conor,Coady,2,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Ryan,Bennett,2,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Rui Pedro,dos Santos Patrício,1,6,90,0,0,0,0,1,0,0,5,4,4,0.8,0.8
Patrick,van Aanholt,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
Seamus,Coleman,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
Benjamin,Chilwell,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
Oleksandr,Zinchenko,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
John,Stones,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
Harry,Maguire,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
Luke,Shaw,2,6,90,0,0,0,0,1,0,0,5.5,4,4,0.727,0.727
Lucas,Digne,2,6,90,0,0,0,0,1,0,0,6,4,4,0.667,0.667
Ederson,Santana de Moraes,1,7,90,0,0,0,0,1,0,0,6,4,4,0.667,0.667
Anthony,Martial,3,7,90,1,0,0,0,1,0,1,7.5,5,5,0.667,0.667
Matt,Doherty,2,6,90,0,0,0,0,1,0,0,6,4,4,0.667,0.667
Pascal,Groß,3,6,90,0,1,0,0,1,0,0,6.5,4,4,0.615,0.615
Aymeric,Laporte,2,6,90,0,0,0,0,1,0,0,6.5,4,4,0.615,0.615
Kevin,De Bruyne,3,7,78,0,1,0,1,1,0,0,9.5,5,5.769,0.526,0.607
Moussa,Sissoko,3,5,90,0,1,1,0,0,0,0,5,3,3,0.6,0.6
Gabriel Fernando,de Jesus,4,6,68,1,0,0,0,1,0,0,9.5,4,5.294,0.421,0.557
Victor,Lindelöf,2,5,90,0,0,0,0,1,0,1,5.5,3,3,0.545,0.545
Jonathan,Castro Otto,2,5,90,0,0,0,0,1,0,1,5.5,3,3,0.545,0.545
Trent,Alexander-Arnold,2,5,90,0,1,1,0,0,0,0,7,3,3,0.429,0.429
Lucas,Rodrigues Moura da Silva,3,5,90,0,1,1,0,0,0,0,7.5,3,3,0.4,0.4
Callum,Wilson,4,5,89,0,1,1,0,0,0,0,8,3,3.034,0.375,0.379
Pierre-Emerick,Aubameyang,4,6,90,1,0,0,0,1,0,0,11,4,4,0.364,0.364
Roberto,Firmino,4,5,85,0,1,1,0,0,0,0,9.5,3,3.176,0.316,0.335
Hamza,Choudhury,3,3,60,0,0,0,0,1,0,0,4.5,1,1.5,0.222,0.333
Emiliano,Buendía,3,4,90,0,1,4,0,0,0,1,6,2,2,0.333,0.333
John,Lundstram,2,3,77,0,0,1,1,0,0,0,4,1,1.169,0.25,0.292
Joseph,Willock,3,3,63,0,0,0,0,1,0,0,5,1,1.429,0.2,0.286
Matteo,Guendouzi,3,3,90,0,0,0,0,1,0,0,4.5,1,1,0.222,0.222
Dale,Stephens,3,3,90,0,0,0,0,1,0,0,4.5,1,1,0.222,0.222
Leander,Dendoncker,3,3,90,0,0,0,0,1,0,0,4.5,1,1,0.222,0.222
Solomon,March,3,3,90,0,0,0,0,1,0,0,5,1,1,0.2,0.2
Jack,Cork,3,3,90,0,0,0,0,1,0,0,5,1,1,0.2,0.2
Wilfred,Ndidi,3,3,90,0,0,0,0,1,0,0,5,1,1,0.2,0.2
Scott,McTominay,3,3,90,0,0,0,0,1,0,0,5,1,1,0.2,0.2
Ayoze,Pérez,3,3,75,0,0,0,0,1,0,0,6.5,1,1.2,0.154,0.185
Ashley,Westwood,3,3,90,0,0,0,0,1,0,0,5.5,1,1,0.182,0.182
James,McArthur,3,3,90,0,0,0,0,1,0,0,5.5,1,1,0.182,0.182
Rodrigo,Hernandez,3,3,90,0,0,0,0,1,0,0,5.5,1,1,0.182,0.182
João Filipe Iria,Santos Moutinho,3,3,90,0,0,0,0,1,0,0,5.5,1,1,0.182,0.182
Dwight,McNeil,3,3,83,0,0,0,0,1,0,0,6,1,1.084,0.167,0.181
Andros,Townsend,3,3,90,0,0,0,0,1,0,0,6,1,1,0.167,0.167
Youri,Tielemans,3,3,90,0,0,0,0,1,0,0,6.5,1,1,0.154,0.154
David,Silva,3,3,79,0,0,0,0,1,0,0,7.5,1,1.139,0.133,0.152
Gylfi,Sigurdsson,3,3,78,0,0,0,0,1,0,0,8,1,1.154,0.125,0.144
James,Maddison,3,3,90,0,0,0,0,1,0,0,7,1,1,0.143,0.143
Richarlison,de Andrade,3,3,90,0,0,0,0,1,0,0,8,1,1,0.125,0.125
Henrikh,Mkhitaryan,3,2,83,0,0,0,0,1,0,1,7,0,0,0,0
Granit,Xhaka,3,2,90,0,0,0,0,1,0,1,5.5,0,0,0,0
Daniel,Ceballos Fernández,3,1,26,0,0,0,0,0,0,0,5.5,0,0,0,0
Nicolas,Pépé,3,1,19,0,0,0,0,0,0,0,9.5,0,0,0,0
Reiss,Nelson,3,2,70,0,0,0,0,1,0,1,5.5,0,0,0,0
Gabriel Teodoro,Martinelli Silva,4,1,6,0,0,0,0,0,0,0,4.5,0,0,0,0
Ahmed,El Mohamady,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Neil,Taylor,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Jonathan,Kodjia,4,1,16,0,0,2,0,0,0,0,5.5,0,0,0,0
Conor,Hourihane,3,2,81,0,0,1,0,0,0,0,6,0,0,0,0
Jack,Grealish,3,2,90,0,0,3,0,0,0,0,6,0,0,0,0
Anwar,El Ghazi,3,2,90,0,0,3,0,0,0,0,5.5,0,0,0,0
José Ignacio,Peleteiro Romallo,3,1,31,0,0,3,0,0,0,0,6,0,0,0,0
Tom,Heaton,1,2,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Wesley,Moraes,4,2,73,0,0,1,0,0,0,0,6,0,0,0,0
Bjorn,Engels,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Mahmoud Ahmed,Ibrahim Hassan,3,1,58,0,0,0,0,0,0,0,5.5,0,0,0,0
Douglas Luiz,Soares de Paulo,3,1,8,0,0,2,0,0,0,0,4.5,0,0,0,0
Steve,Cook,2,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Nathan,Aké,2,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Diego,Rico,2,2,90,0,0,1,0,0,0,0,4,0,0,0,0
Joshua,King,4,2,90,0,0,1,0,0,0,0,6.5,0,0,0,0
Dominic,Solanke,4,1,1,0,0,0,0,0,0,0,5.5,0,0,0,0
Jefferson,Lerma,3,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Philip,Billing,3,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Aaron,Ramsdale,1,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Bernardo,Fernandes da Silva Junior,2,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0
Glenn,Murray,4,2,63,0,0,0,0,1,0,0,6,0,0,0,0
Jürgen,Locadia,4,2,63,0,0,0,0,1,0,0,5.5,0,0,0,0
Chris,Wood,4,2,90,0,0,0,0,1,0,0,6.5,0,0,0,0
Aaron,Lennon,3,1,6,0,0,0,0,0,0,0,5,0,0,0,0
Jay,Rodriguez,4,1,6,0,0,0,0,0,0,0,6,0,0,0,0
César,Azpilicueta,2,0,90,0,0,4,0,0,0,0,6,0,0,0,0
Emerson,Palmieri dos Santos,2,0,90,0,0,4,0,0,0,0,5.5,0,0,0,0
Andreas,Christensen,2,0,90,0,0,4,0,0,0,0,5,0,0,0,0
Olivier,Giroud,4,1,24,0,0,2,0,0,0,0,7,0,0,0,0
Kepa,Arrizabalaga,1,0,90,0,0,4,0,0,0,0,5.5,0,0,0,0
Pedro,Rodríguez Ledesma,3,2,90,0,0,4,0,0,0,0,7,0,0,0,0
Ross,Barkley,3,1,57,0,0,1,0,0,0,0,6,0,0,0,0
Christian,Pulisic,3,1,32,0,0,3,0,0,0,0,7.5,0,0,0,0
Mateo,Kovacic,3,2,90,0,0,4,0,0,0,0,5.5,0,0,0,0
Mason,Mount,3,2,90,0,0,4,0,0,0,0,6,0,0,0,0
Christian,Benteke,4,2,82,0,0,0,0,1,0,0,6,0,0,0,0
Connor,Wickham,4,1,7,0,0,0,0,0,0,0,4.5,0,0,0,0
Wilfried,Zaha,3,1,25,0,0,0,0,0,0,0,7,0,0,0,0
Luka,Milivojevic,3,2,90,0,0,0,0,1,0,1,7,0,0,0,0
Max,Meyer,3,2,90,0,0,0,0,1,0,1,5.5,0,0,0,0
Jordan,Ayew,4,2,64,0,0,0,0,1,0,0,5,0,0,0,0
Dominic,Calvert-Lewin,4,2,68,0,0,0,0,1,0,0,6,0,0,0,0
Bernard,Anício Caldeira Duarte,3,2,90,0,0,0,0,1,0,1,6.5,0,0,0,0
Tom,Davies,3,1,11,0,0,0,0,0,0,0,5.5,0,0,0,0
André Filipe,Tavares Gomes,3,1,45,0,0,0,0,0,0,0,5.5,0,0,0,0
Moise,Kean,4,1,21,0,0,0,0,0,0,0,7,0,0,0,0
Jean-Philippe,Gbamin,3,1,45,0,0,0,0,0,0,0,5,0,0,0,0
Jamie,Vardy,4,2,90,0,0,0,0,1,0,0,9,0,0,0,0
Harvey,Barnes,3,1,29,0,0,0,0,0,0,0,6,0,0,0,0
Marc,Albrighton,3,1,14,0,0,0,0,0,0,0,5.5,0,0,0,0
Andrew,Robertson,2,2,90,0,0,1,0,0,0,0,7,0,0,0,0
Joseph,Gomez,2,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Alisson,Ramses Becker,1,1,38,0,0,0,0,0,0,0,6,0,0,0,0
Sadio,Mané,3,1,16,0,0,0,0,0,0,0,11.5,0,0,0,0
Fabio Henrique,Tavares,3,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Jordan,Henderson,3,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Georginio,Wijnaldum,3,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
James,Milner,3,1,4,0,0,0,0,0,0,0,5.5,0,0,0,0
Adrián,San Miguel del Castillo,1,1,51,0,0,1,0,0,0,0,4.5,0,0,0,0
Phil,Foden,3,1,10,0,0,0,0,0,0,0,5.5,0,0,0,0
Ilkay,Gündogan,3,1,11,0,0,0,0,0,0,0,5.5,0,0,0,0
Mason,Greenwood,4,1,4,0,0,0,0,0,0,0,4.5,0,0,0,0
Jesse,Lingard,3,2,85,0,0,0,0,1,0,1,6.5,0,0,0,0
Juan,Mata,3,1,4,0,0,0,0,0,0,0,6.5,0,0,0,0
Matt,Ritchie,2,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Fabian,Schär,2,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Paul,Dummett,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Javier,Manquillo,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Jamaal,Lascelles,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Martin,Dubravka,1,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Jonjo,Shelvey,3,1,53,0,0,0,0,0,0,0,5,0,0,0,0
Sean,Longstaff,3,2,66,0,0,1,0,0,0,0,5,0,0,0,0
Isaac,Hayden,3,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Joelinton Cássio,Apolinário de Lira,4,2,90,0,0,1,0,0,0,0,6,0,0,0,0
Jetro,Willems,2,1,36,0,0,1,0,0,0,0,4.5,0,0,0,0
Allan,Saint-Maximin,3,1,23,0,0,0,0,0,0,0,5.5,0,0,0,0
Ben,Godfrey,2,0,90,0,0,4,0,0,0,0,4.5,0,0,0,0
Maximillian,Aarons,2,0,90,0,0,4,0,0,0,0,4.5,0,0,0,0
Jamal,Lewis,2,0,90,0,0,4,0,0,0,0,4.5,0,0,0,0
Grant,Hanley,2,-2,90,0,0,4,0,0,0,0,4,0,0,0,0
Tim,Krul,1,1,90,0,0,4,0,0,0,0,4.5,0,0,0,0
Onel,Hernández,3,1,20,0,0,0,0,0,0,0,5.5,0,0,0,0
Marco,Stiepermann,3,1,57,0,0,4,0,0,0,0,5.5,0,0,0,0
Kenny,McLean,3,2,90,0,0,4,0,0,0,0,5,0,0,0,0
Todd,Cantwell,3,2,90,0,0,4,0,0,0,0,4.5,0,0,0,0
Tom,Trybull,3,2,69,0,0,4,0,0,0,0,4.5,0,0,0,0
Josip,Drmic,4,1,7,0,0,0,0,0,0,0,5.5,0,0,0,0
Enda,Stevens,2,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Jack,O'Connell,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
George,Baldock,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
John,Egan,2,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Oliver,Norwood,3,2,90,0,0,1,0,0,0,0,5,0,0,0,0
David,McGoldrick,4,2,62,0,0,1,0,0,0,0,5.5,0,0,0,0
Chris,Basham,2,2,81,0,0,1,0,0,0,0,4.5,0,0,0,0
Luke,Freeman,3,1,12,0,0,0,0,0,0,0,5.5,0,0,0,0
Callum,Robinson,3,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Dean,Henderson,1,2,90,0,0,1,0,0,0,0,4.5,0,0,0,0
Oliver,McBurnie,4,1,27,0,0,0,0,0,0,0,6,0,0,0,0
Jannik,Vestergaard,2,1,90,0,0,3,0,0,0,0,5,0,0,0,0
Ryan,Bertrand,2,1,90,0,0,3,0,0,0,0,5,0,0,0,0
Yan,Valery,2,1,90,0,0,3,0,0,0,0,5,0,0,0,0
Jan,Bednarek,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Jack,Stephens,2,1,72,0,0,2,0,0,0,0,4.5,0,0,0,0
Danny,Ings,4,2,65,0,0,1,0,0,0,0,6,0,0,0,0
Michael,Obafemi,4,1,24,0,0,2,0,0,0,0,5,0,0,0,0
Angus,Gunn,1,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Nathan,Redmond,3,2,90,0,0,3,0,0,0,0,6.5,0,0,0,0
James,Ward-Prowse,3,2,90,0,0,3,0,0,0,0,6,0,0,0,0
Pierre-Emile,Højbjerg,3,1,17,0,0,1,0,0,0,0,5,0,0,0,0
Oriol,Romeu Vidal,3,2,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Che,Adams,4,2,72,0,0,2,0,0,0,0,6,0,0,0,0
Sofiane,Boufal,3,1,17,0,0,1,0,0,0,0,5.5,0,0,0,0
Toby,Alderweireld,2,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Danny,Rose,2,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Davinson,Sánchez,2,2,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Kyle,Walker-Peters,2,2,90,0,0,1,0,0,0,0,5,0,0,0,0
Hugo,Lloris,1,3,90,0,0,1,0,0,0,0,5.5,0,0,0,0
Christian,Eriksen,3,1,26,0,0,0,0,0,0,0,9,0,0,0,0
Harry,Winks,3,2,63,0,0,1,0,0,0,0,5.5,0,0,0,0
Oliver,Skipp,3,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0
Georges-Kévin,Nkoudou,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0
José,Holebas,2,1,90,0,0,3,0,0,0,0,5,0,0,0,0
Francisco,Femenía Far,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Craig,Cathcart,2,1,90,0,0,3,0,0,0,0,4.5,0,0,0,0
Troy,Deeney,4,2,90,0,0,3,0,0,0,0,6.5,0,0,0,0
Gerard,Deulofeu,4,1,45,0,0,1,0,0,0,0,6.5,0,0,0,0
Andre,Gray,4,2,74,0,0,2,0,0,0,0,6,0,0,0,0
Isaac,Success Ajayi,4,1,15,0,0,1,0,0,0,0,5,0,0,0,0
Ben,Foster,1,1,90,0,0,3,0,0,0,0,5,0,0,0,0
Abdoulaye,Doucouré,3,0,90,0,0,3,0,0,0,0,6,0,0,0,0
Roberto,Pereyra,3,1,45,0,0,2,0,0,0,0,6,0,0,0,0
Will,Hughes,3,2,90,0,0,3,0,0,0,0,5.5,0,0,0,0
Etienne,Capoue,3,2,90,0,0,3,0,0,0,0,5,0,0,0,0
Craig,Dawson,2,1,90,0,0,3,0,0,0,0,5,0,0,0,0
Aaron,Cresswell,2,0,90,0,0,5,0,0,0,0,5,0,0,0,0
Ryan,Fredericks,2,0,90,0,0,5,0,0,0,0,4.5,0,0,0,0
Issa,Diop,2,0,90,0,0,5,0,0,0,0,4.5,0,0,0,0
Javier,Hernández Balcázar,4,1,24,0,0,3,0,0,0,0,6,0,0,0,0
Lukasz,Fabianski,1,1,90,0,0,5,0,0,0,0,5,0,0,0,0
Michail,Antonio,3,1,45,0,0,1,0,0,0,0,7,0,0,0,0
Manuel,Lanzini,3,2,90,0,0,5,0,0,0,0,6.5,0,0,0,0
Robert,Snodgrass,3,1,34,0,0,3,0,0,0,0,5.5,0,0,0,0
Jack,Wilshere,3,1,55,0,0,2,0,0,0,0,5,0,0,0,0
Declan,Rice,3,2,90,0,0,5,0,0,0,0,5,0,0,0,0
Pablo,Fornals,3,1,45,0,0,4,0,0,0,0,6.5,0,0,0,0
Sébastien,Haller,4,2,90,0,0,5,0,0,0,0,7.5,0,0,0,0
Romain,Saïss,2,1,9,0,0,0,0,0,0,0,4.5,0,0,0,0
Raúl,Jiménez,4,2,90,0,0,0,0,1,0,0,7.5,0,0,0,0
Diogo,Jota,4,2,75,0,0,0,0,1,0,0,6.5,0,0,0,0
Rúben Diogo,da Silva Neves,3,2,80,0,0,0,0,1,0,1,5.5,0,0,0,0
Patrick,Cutrone,4,1,14,0,0,0,0,0,0,0,6,0,0,0,0
Ryan,Fraser,3,1,90,0,0,1,0,0,0,1,7.5,-1,-1,-0.133,-0.133
Miguel,Almirón,3,1,90,0,0,1,0,0,0,1,6,-1,-1,-0.167,-0.167
Erik,Lamela,3,1,87,0,0,1,0,0,0,1,6,-1,-1.034,-0.167,-0.173
Tammy,Abraham,4,1,65,0,0,2,0,0,0,1,7,-1,-1.385,-0.143,-0.198
Felipe Anderson,Pereira Gomes,3,1,65,0,0,2,0,0,0,1,7,-1,-1.385,-0.143,-0.198
Kurt,Zouma,2,-1,90,0,0,4,0,0,0,1,5,-1,-1,-0.2,-0.2
John,Fleck,3,1,90,0,0,1,0,0,0,1,5,-1,-1,-0.2,-0.2
Adam,Smith,2,1,90,0,0,1,0,0,0,1,4.5,-1,-1,-0.222,-0.222
Fabián,Balbuena,2,-1,90,0,0,5,0,0,0,1,4.5,-1,-1,-0.222,-0.222
Jorge Luiz,Frello Filho,3,1,72,0,0,3,0,0,0,1,5,-1,-1.25,-0.2,-0.25
Morgan,Schneiderlin,3,0,75,0,0,0,0,1,1,0,4.5,-2,-2.4,-0.444,-0.533
Moritz,Leitner,3,0,32,0,0,0,0,0,0,1,4.5,-1,-2.812,-0.222,-0.624
N'Golo,Kanté,3,0,17,0,0,1,0,0,0,1,5,-1,-5.294,-0.2,-1.059
