first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Ryan,Fredericks,2,9,360,0,0,7,0,1,0,1,4.5,3,0.75,0.667,0.167
Joshua,King,4,12,348,1,0,8,0,0,0,0,6.4,4,1.034,0.625,0.162
James,Tarkowski,2,9,360,0,0,6,0,1,0,1,5,3,0.75,0.6,0.15
Moussa,Sissoko,3,11,360,0,1,6,0,0,0,0,5,3,0.75,0.6,0.15
Andrew,Robertson,2,12,360,0,0,3,0,1,0,0,6.9,4,1,0.58,0.145
Jean-Philippe,Gbamin,3,4,135,0,0,0,0,1,0,0,4.9,1,0.667,0.204,0.136
Aymeric,Laporte,2,9,306,0,0,3,0,1,0,1,6.5,3,0.882,0.462,0.136
Harry,Maguire,2,10,360,0,0,4,0,1,0,1,5.5,3,0.75,0.545,0.136
Victor,Lindelöf,2,10,360,0,0,4,0,1,0,1,5.5,3,0.75,0.545,0.136
César,Azpilicueta,2,7,360,0,1,9,0,0,0,0,6,3,0.75,0.5,0.125
Nicolas,Pépé,3,9,244,0,1,5,0,0,0,0,9.4,3,1.107,0.319,0.118
Rodrigo,Hernandez,3,9,289,0,0,2,0,2,0,0,5.5,2,0.623,0.364,0.113
Jorge Luiz,Frello Filho,3,10,322,0,1,8,2,0,0,3,5,2,0.559,0.4,0.112
Cheikhou,Kouyaté,3,5,172,0,0,0,0,2,0,1,4.9,1,0.523,0.204,0.107
Ryan,Fraser,3,11,360,0,1,8,1,0,0,1,7.3,3,0.75,0.411,0.103
Ben,Foster,1,11,360,0,0,8,2,0,0,0,4.9,2,0.5,0.408,0.102
Ryan,Bennett,2,9,360,0,0,5,0,1,0,2,5,2,0.5,0.4,0.1
Georginio,Wijnaldum,3,10,338,0,0,2,0,2,0,0,5.5,2,0.533,0.364,0.097
James,McArthur,3,10,351,0,0,2,0,2,0,0,5.4,2,0.513,0.37,0.095
Andros,Townsend,3,7,175,0,0,2,0,1,0,0,5.9,1,0.514,0.169,0.087
Hamza,Choudhury,3,8,241,0,0,2,0,1,0,0,4.5,1,0.373,0.222,0.083
Joseph,Willock,3,7,233,0,0,4,0,1,0,0,5,1,0.386,0.2,0.077
Leander,Dendoncker,3,8,301,0,0,4,0,1,0,0,4.5,1,0.299,0.222,0.066
Jordan,Henderson,3,8,251,0,0,2,0,1,0,0,5.5,1,0.359,0.182,0.065
Ayoze,Pérez,3,7,231,0,0,2,0,1,0,0,6.3,1,0.39,0.159,0.062
Tom,Trybull,3,9,325,0,0,9,0,1,0,0,4.5,1,0.277,0.222,0.061
Dale,Stephens,3,9,347,0,0,6,0,1,0,0,4.5,1,0.259,0.222,0.058
Solomon,March,3,9,337,0,0,6,0,1,0,0,4.9,1,0.267,0.204,0.054
Jack,Cork,3,9,360,0,0,6,0,1,0,0,5,1,0.25,0.2,0.05
Oliver,Norwood,3,9,360,0,0,5,0,1,0,0,5,1,0.25,0.2,0.05
Ashley,Westwood,3,9,360,0,0,6,0,1,0,0,5.4,1,0.25,0.185,0.046
Sead,Kolasinac,2,2,109,0,0,2,0,0,0,0,5.4,0,0,0,0
Henrikh,Mkhitaryan,3,4,110,0,0,0,0,1,0,1,6.9,0,0,0,0
Reiss,Nelson,3,3,115,0,0,1,0,1,0,1,5.4,0,0,0,0
Gabriel Teodoro,Martinelli Silva,4,1,6,0,0,0,0,0,0,0,4.5,0,0,0,0
Jonathan,Kodjia,4,1,16,0,0,2,0,0,0,0,5.4,0,0,0,0
Conor,Hourihane,3,3,100,0,0,2,0,0,0,0,5.8,0,0,0,0
Keinan,Davis,3,2,34,0,0,1,0,0,0,0,4.5,0,0,0,0
Henri,Lansbury,3,1,5,0,0,0,0,0,0,0,4.4,0,0,0,0
Steve,Cook,2,6,360,0,0,8,0,0,0,0,5,0,0,0,0
Charlie,Daniels,2,3,126,0,0,2,0,0,0,0,4.5,0,0,0,0
Diego,Rico,2,2,90,0,0,1,0,0,0,0,4,0,0,0,0
Dominic,Solanke,4,4,62,0,0,1,0,0,0,0,5.4,0,0,0,0
Jordon,Ibe,3,2,48,0,0,1,0,0,0,0,4.9,0,0,0,0
Andrew,Surman,3,2,56,0,0,1,0,0,0,0,4.9,0,0,0,0
Aaron,Ramsdale,1,8,360,0,0,8,0,0,0,0,4.5,0,0,0,0
Bernardo,Fernandes da Silva Junior,2,2,67,0,0,3,0,0,0,0,4.5,0,0,0,0
Glenn,Murray,4,6,175,0,0,3,0,1,0,0,5.9,0,0,0,0
Jürgen,Locadia,4,3,85,0,0,1,0,1,0,0,5.4,0,0,0,0
Adam,Webster,2,0,90,0,0,4,0,0,0,0,4.4,0,0,0,0
Aaron,Mooy,3,1,5,0,0,0,0,0,0,0,4.9,0,0,0,0
Aaron,Connolly,4,1,24,0,0,1,0,0,0,0,4.5,0,0,0,0
Chris,Wood,4,6,330,0,0,5,0,1,0,0,6.3,0,0,0,0
Jeff,Hendrick,3,1,4,0,0,1,0,0,0,0,5.4,0,0,0,0
Jay,Rodriguez,4,4,64,0,0,3,0,0,0,0,5.8,0,0,0,0
Marcos,Alonso,2,1,1,0,0,0,0,0,0,0,6.2,0,0,0,0
Emerson,Palmieri dos Santos,2,4,360,0,0,9,0,0,0,0,5.5,0,0,0,0
Andreas,Christensen,2,3,270,0,0,7,0,0,0,0,5,0,0,0,0
Olivier,Giroud,4,4,100,0,0,2,0,1,0,0,6.9,0,0,0,0
Kepa,Arrizabalaga,1,5,360,0,0,9,0,0,0,0,5.5,0,0,0,0
Willian,Borges Da Silva,3,3,55,0,0,1,0,0,0,0,7,0,0,0,0
Pedro,Rodríguez Ledesma,3,4,180,0,0,5,0,0,0,0,7,0,0,0,0
Ross,Barkley,3,4,206,0,0,4,0,0,0,0,5.8,0,0,0,0
Michy,Batshuayi,4,1,7,0,0,1,0,0,0,0,6.7,0,0,0,0
Fikayo,Tomori,2,1,90,0,0,2,0,0,0,0,4.5,0,0,0,0
Billy,Gilmour,3,1,6,0,0,1,0,0,0,0,4.5,0,0,0,0
Mamadou,Sakho,2,1,11,0,0,0,0,0,0,0,5,0,0,0,0
Christian,Benteke,4,6,191,0,0,2,0,1,0,0,5.9,0,0,0,0
Connor,Wickham,4,2,15,0,0,0,0,0,0,0,4.5,0,0,0,0
Wilfried,Zaha,3,7,295,0,0,2,0,1,0,1,6.9,0,0,0,0
Max,Meyer,3,4,154,0,0,1,0,1,0,1,5.4,0,0,0,0
Theo,Walcott,3,2,39,0,0,1,0,0,0,0,6.3,0,0,0,0
Tom,Davies,3,1,11,0,0,0,0,0,0,0,5.4,0,0,0,0
Mason,Holgate,2,1,17,0,0,0,0,0,0,0,4.5,0,0,0,0
Christian,Fuchs,2,5,184,0,0,2,0,0,0,0,4.5,0,0,0,0
Wes,Morgan,2,1,12,0,0,0,0,0,0,0,4.4,0,0,0,0
Demarai,Gray,3,1,26,0,0,0,0,0,0,0,5.3,0,0,0,0
Nampalys,Mendy,3,1,1,0,0,0,0,0,0,0,4.5,0,0,0,0
Dennis,Praet,3,3,80,0,0,1,0,0,0,0,5.5,0,0,0,0
Joseph,Gomez,2,2,90,0,0,1,0,0,0,0,5.4,0,0,0,0
Alisson,Ramses Becker,1,1,38,0,0,0,0,0,0,0,5.8,0,0,0,0
Alex,Oxlade-Chamberlain,3,4,120,0,0,2,0,0,0,0,6.4,0,0,0,0
Xherdan,Shaqiri,3,1,5,0,0,0,0,0,0,0,6.3,0,0,0,0
Adam,Lallana,3,1,4,0,0,0,0,0,0,0,5.9,0,0,0,0
Phil,Foden,3,1,10,0,0,0,0,0,0,0,5.3,0,0,0,0
Fernando,Luiz Rosa,3,1,53,0,0,0,0,0,0,0,5.3,0,0,0,0
Ilkay,Gündogan,3,5,179,0,0,3,0,0,0,0,5.4,0,0,0,0
João Pedro Cavaco,Cancelo,2,1,1,0,0,0,0,0,0,0,5.4,0,0,0,0
Mason,Greenwood,4,4,47,0,0,1,0,0,0,0,4.5,0,0,0,0
Jesse,Lingard,3,6,242,0,0,2,0,1,0,1,6.4,0,0,0,0
Juan,Mata,3,5,85,0,0,2,0,0,0,0,6.4,0,0,0,0
Nemanja,Matic,3,1,22,0,0,0,0,0,0,0,4.8,0,0,0,0
Federico,Fernández,2,2,13,0,0,0,0,0,0,0,4.4,0,0,0,0
Javier,Manquillo,2,3,102,0,0,1,0,0,0,0,4.5,0,0,0,0
Yoshinori,Muto,4,3,33,0,0,1,0,0,0,0,5.4,0,0,0,0
Miguel,Almirón,3,8,360,0,0,5,0,1,0,1,5.9,0,0,0,0
Sung-yueng,Ki,3,2,73,0,0,2,0,0,0,0,4.9,0,0,0,0
Jetro,Willems,2,3,126,0,0,2,0,0,0,0,4.5,0,0,0,0
Allan,Saint-Maximin,3,2,39,0,0,0,0,0,0,0,5.4,0,0,0,0
Ben,Godfrey,2,4,360,0,0,10,0,0,0,0,4.5,0,0,0,0
Christoph,Zimmermann,2,1,35,0,0,1,0,0,0,0,4.5,0,0,0,0
Grant,Hanley,2,1,270,0,0,8,0,0,0,0,4,0,0,0,0
Dennis,Srbeny,4,1,9,0,0,0,0,0,0,0,5.4,0,0,0,0
Tim,Krul,1,7,360,0,0,10,0,0,0,0,4.5,0,0,0,0
Mario,Vrancic,3,2,15,0,0,1,0,0,0,0,6.3,0,0,0,0
Onel,Hernández,3,1,20,0,0,0,0,0,0,0,5.3,0,0,0,0
Marco,Stiepermann,3,7,296,0,0,9,0,1,0,1,5.5,0,0,0,0
Kenny,McLean,3,4,111,0,0,4,0,0,0,0,5,0,0,0,0
Alexander,Tettey,3,1,3,0,0,1,0,0,0,0,4.5,0,0,0,0
Josip,Drmic,4,2,20,0,0,0,0,0,0,0,5.4,0,0,0,0
Sam,Byram,2,1,1,0,0,1,0,0,0,0,4.5,0,0,0,0
Ibrahim,Amadou,3,1,54,0,0,1,0,0,0,0,4.5,0,0,0,0
Lys,Mousset,4,1,11,0,0,0,0,0,0,0,4.9,0,0,0,0
David,McGoldrick,4,6,230,0,0,2,0,1,0,0,5.5,0,0,0,0
Luke,Freeman,3,7,241,0,0,4,0,1,0,1,5.4,0,0,0,0
Phil,Jagielka,2,1,1,0,0,0,0,0,0,0,4.4,0,0,0,0
Ravel,Morrison,3,1,12,0,0,0,0,0,0,0,4.9,0,0,0,0
Ben,Osborn,3,1,6,0,0,0,0,0,0,0,4.9,0,0,0,0
Ryan,Bertrand,2,2,166,0,0,5,0,0,0,0,4.9,0,0,0,0
Yan,Valery,2,3,232,0,0,5,0,0,0,0,4.9,0,0,0,0
Jack,Stephens,2,1,72,0,0,2,0,0,0,0,4.4,0,0,0,0
Maya,Yoshida,2,2,103,0,0,2,0,0,0,0,4.5,0,0,0,0
Michael,Obafemi,4,1,24,0,0,2,0,0,0,0,5,0,0,0,0
Shane,Long,4,1,28,0,0,0,0,0,0,0,4.8,0,0,0,0
James,Ward-Prowse,3,8,360,0,0,6,0,1,0,1,5.9,0,0,0,0
Pierre-Emile,Højbjerg,3,7,287,0,0,4,0,1,0,1,4.9,0,0,0,0
Oriol,Romeu Vidal,3,8,333,0,0,5,0,1,0,1,4.5,0,0,0,0
Che,Adams,4,8,279,0,0,4,0,1,0,0,5.8,0,0,0,0
Cédric,Soares,2,2,90,0,0,1,0,0,0,0,4.9,0,0,0,0
Ben,Davies,2,1,2,0,0,0,0,0,0,0,5.5,0,0,0,0
Jan,Vertonghen,2,1,90,0,0,2,0,0,0,0,5.3,0,0,0,0
Toby,Alderweireld,2,6,360,0,0,6,0,0,0,0,5.5,0,0,0,0
Kyle,Walker-Peters,2,5,241,0,0,4,0,0,0,0,5,0,0,0,0
Hugo,Lloris,1,11,360,0,0,6,0,0,0,0,5.5,0,0,0,0
Bamidele,Alli,3,1,30,0,0,1,0,0,0,0,8.4,0,0,0,0
