first_name,second_name,element_type,total_points,minutes,goals_scored,assists,goals_conceded,bonus,clean_sheets,red_cards,yellow_cards,now_cost,value_added,value_added_per_90,value_added_per_million,vapm_per_90
Mario,Vrancic,3,2,15,0,0,1,0,0,0,0,6.3,0,0,0,0
Onel,Hernández,3,1,20,0,0,0,0,0,0,0,5.3,0,0,0,0
Marco,Stiepermann,3,9,384,0,0,11,0,1,0,1,5.4,0,0,0,0
Alexander,Tettey,3,3,93,0,0,3,0,0,0,0,4.5,0,0,0,0
Josip,Drmic,4,3,27,0,0,1,0,0,0,0,5.4,0,0,0,0
Ibrahim,Amadou,3,3,144,0,0,3,0,0,0,0,4.5,0,0,0,0
Lys,Mousset,4,2,29,0,0,0,0,0,0,0,4.9,0,0,0,0
David,McGoldrick,4,8,320,0,0,3,0,1,0,0,5.5,0,0,0,0
Luke,Freeman,3,7,241,0,0,4,0,1,0,1,5.4,0,0,0,0
Phil,Jagielka,2,1,1,0,0,0,0,0,0,0,4.4,0,0,0,0
Ravel,Morrison,3,1,12,0,0,0,0,0,0,0,4.8,0,0,0,0
Ben,Osborn,3,1,6,0,0,0,0,0,0,0,4.9,0,0,0,0
Ryan,Bertrand,2,2,166,0,0,5,0,0,0,0,4.9,0,0,0,0
Yan,Valery,2,3,232,0,0,5,0,0,0,0,4.9,0,0,0,0
Jack,Stephens,2,1,72,0,0,2,0,0,0,0,4.4,0,0,0,0
Michael,Obafemi,4,1,24,0,0,2,0,0,0,0,5,0,0,0,0
Shane,Long,4,2,29,0,0,0,0,0,0,0,4.8,0,0,0,0
Che,Adams,4,10,369,0,0,4,0,2,0,0,5.8,0,0,0,0
Ben,Davies,2,2,16,0,0,0,0,0,0,0,5.5,0,0,0,0
Kyle,Walker-Peters,2,5,241,0,0,4,0,0,0,0,4.9,0,0,0,0
Bamidele,Alli,3,1,30,0,0,1,0,0,0,0,8.4,0,0,0,0
Oliver,Skipp,3,2,2,0,0,0,0,0,0,0,4.5,0,0,0,0
Giovani,Lo Celso,3,3,44,0,0,0,0,0,0,0,7.4,0,0,0,0
Georges-Kévin,Nkoudou,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0
Christian,Kabasele,2,3,180,0,0,3,0,0,0,0,4.4,0,0,0,0
Daryl,Janmaat,2,3,102,0,0,1,0,0,0,0,4.4,0,0,0,0
Troy,Deeney,4,4,180,0,0,4,0,0,0,0,6.3,0,0,0,0
Isaac,Success Ajayi,4,2,34,0,0,1,0,0,0,0,4.9,0,0,0,0
Nathaniel,Chalobah,3,1,19,0,0,0,0,0,0,0,4.5,0,0,0,0
Domingos,Quina,3,1,4,0,0,0,0,0,0,0,4.5,0,0,0,0
Danny,Welbeck,4,2,39,0,0,0,0,0,0,0,6,0,0,0,0
Ismaïla,Sarr,3,2,52,0,0,0,0,0,0,0,6.4,0,0,0,0
Aaron,Cresswell,2,0,90,0,0,5,0,0,0,0,4.9,0,0,0,0
Jack,Wilshere,3,2,100,0,0,2,0,0,0,0,4.9,0,0,0,0
Declan,Rice,3,8,360,0,0,7,0,1,0,1,4.9,0,0,0,0
Carlos,Sánchez,3,3,14,0,0,0,0,0,0,0,4.5,0,0,0,0
Pablo,Fornals,3,5,135,0,0,5,0,0,0,0,6.2,0,0,0,0
Diogo,Jota,4,9,362,0,0,8,0,1,0,0,6.3,0,0,0,0
Morgan,Gibbs-White,3,3,86,0,0,2,0,0,0,0,4.9,0,0,0,0
Adama,Traoré,3,5,204,0,0,7,0,0,0,0,5,0,0,0,0
Jesús,Vallejo Lázaro,2,0,90,0,0,5,0,0,0,0,4.9,0,0,0,0
Abdoulaye,Doucouré,3,7,430,0,0,10,0,0,0,1,5.8,-1,-0.209,-0.172,-0.036
Nathan,Aké,2,7,450,0,0,9,0,0,0,1,4.9,-1,-0.2,-0.204,-0.041
Craig,Dawson,2,6,450,0,0,10,0,0,0,1,4.9,-1,-0.2,-0.204,-0.041
Kurt,Zouma,2,1,405,0,0,11,0,0,0,1,4.9,-1,-0.222,-0.204,-0.045
Davinson,Sánchez,2,5,360,0,0,6,0,0,0,1,5.5,-1,-0.25,-0.182,-0.045
Francisco,Femenía Far,2,6,450,0,0,10,0,0,0,1,4.4,-1,-0.2,-0.227,-0.045
Granit,Xhaka,3,7,360,0,0,7,0,1,0,2,5.3,-1,-0.25,-0.189,-0.047
Andreas,Christensen,2,3,360,0,0,9,0,0,0,1,5,-1,-0.25,-0.2,-0.05
André Filipe,Tavares Gomes,3,6,315,0,0,4,0,1,0,2,5.4,-1,-0.286,-0.185,-0.053
Craig,Cathcart,2,5,360,0,0,8,0,0,0,1,4.4,-1,-0.25,-0.227,-0.057
Luka,Milivojevic,3,8,450,0,0,6,0,2,0,4,6.8,-2,-0.4,-0.294,-0.059
Adam,Smith,2,5,310,0,0,7,0,0,0,1,4.4,-1,-0.29,-0.227,-0.066
Moritz,Leitner,3,6,292,0,0,6,0,0,0,1,4.5,-1,-0.308,-0.222,-0.068
David,Luiz Moreira Marinho,2,3,360,0,0,8,0,0,0,2,5.9,-2,-0.5,-0.339,-0.085
Philip,Billing,3,7,405,0,0,8,0,0,0,2,5,-2,-0.444,-0.4,-0.089
Harry,Winks,3,7,364,0,0,6,0,1,0,3,5.4,-2,-0.495,-0.37,-0.091
Jefferson,Lerma,3,7,373,0,0,8,0,0,0,2,4.9,-2,-0.483,-0.408,-0.098
Etienne,Capoue,3,6,352,0,0,9,0,0,0,2,4.8,-2,-0.511,-0.417,-0.107
Maximillian,Aarons,2,2,360,0,0,10,0,0,0,2,4.5,-2,-0.5,-0.444,-0.111
Robert,Snodgrass,3,3,143,0,0,4,0,0,0,1,5.4,-1,-0.629,-0.185,-0.116
José,Holebas,2,2,347,0,0,9,0,0,0,3,4.8,-3,-0.778,-0.625,-0.162
N'Golo,Kanté,3,2,107,0,0,2,0,0,0,1,5,-1,-0.841,-0.2,-0.168
John,Fleck,3,3,208,0,0,2,0,0,0,2,4.8,-2,-0.865,-0.417,-0.18
Mahmoud Ahmed,Ibrahim Hassan,3,3,282,0,0,3,0,1,1,1,5.3,-3,-0.957,-0.566,-0.181
Fabian,Delph,2,0,180,0,0,5,0,0,0,2,5.4,-2,-1,-0.37,-0.185
Aaron,Lennon,3,4,196,0,0,5,0,0,0,2,4.9,-2,-0.918,-0.408,-0.187
Marc,Albrighton,3,3,87,0,0,1,0,0,0,1,5.4,-1,-1.034,-0.185,-0.191
Sam,Byram,2,1,91,0,0,3,0,0,0,1,4.4,-1,-0.989,-0.227,-0.225
Fabián,Balbuena,2,-1,90,0,0,5,0,0,0,1,4.4,-1,-1,-0.227,-0.227
Rúben Gonçalo,Silva Nascimento Vinagre,2,0,90,0,0,3,0,0,0,1,4.4,-1,-1,-0.227,-0.227
Morgan,Schneiderlin,3,3,255,0,0,5,0,1,1,1,4.5,-3,-1.059,-0.667,-0.235
Stuart,Armstrong,3,3,52,0,0,1,0,0,0,1,5.3,-1,-1.731,-0.189,-0.327
James,McCarthy,3,2,41,0,0,1,0,0,0,1,4.5,-1,-2.195,-0.222,-0.487
Pedro,Lomba Neto,3,2,33,0,0,0,0,0,0,1,5,-1,-2.727,-0.2,-0.545
